Sales document,Sales Document Item,Material,Material Group,Product hierarchy,Net Value,Order Quantity,Sales unit,Net Price
20000172,10,200100013400.0,B0003,,3235950.5,470.0,EA,20.25
20000173,20,202038003350.0,B0003,,432820.0,68.0,EA,19.0
20000174,10,202038003250.0,B0003,,1683500.0,280.0,EA,6012.5
20000175,10,202038003250.0,B0003,,673400.0,112.0,EA,6012.5
20000175,20,202038003350.0,B0003,,694120.0,112.0,EA,6197.5
20000175,30,202038003300.0,B0003,,341880.0,56.0,EA,6105.0
20000175,40,200200211000.0,B0003,,60000.0,25.0,EA,2400.0
20000176,10,202038003300.0,B0003,,13425390.5,2292.0,EA,17.75
20000177,10,202038003250.0,B0003,,553150.5,92.0,EA,18.5
20000182,10,200100013450.0,B0003,,227048.64,2912.0,EA,22.6
20000184,10,202038003250.0,B0003,,6060600.0,1008.0,EA,6012.5
20000184,20,202038003300.0,B0003,,6153840.0,1008.0,EA,6105.0
20000184,30,202038003350.0,B0003,,3123540.0,504.0,EA,6197.5
20000184,40,200300013300.0,B0003,,3076920.0,504.0,EA,6105.0
20000185,10,202038003300.0,B0003,,1905750.5,308.0,EA,18.75
20000186,10,202038003250.0,B0003,,539175.25,84.0,EA,6418.75
20000188,10,202038003350.0,B0003,,929624.75,150.0,EA,6197.5
20000189,10,202038003300.0,B0003,,99000.22,15.0,EA,6600.01
20000189,20,200100013450.0,B0003,,14835.03,2.0,EA,7417.52
20000190,10,202038003250.0,B0003,,1023750.5,168.0,EA,18.75
20000191,10,202038003250.0,B0003,,1857862.87,309.0,EA,18.5
20000192,10,200300013250.0,B0003,,9609144.75,1724.0,EA,17.15
20000193,10,200300013250.0,B0003,,1047864.75,188.0,EA,17.15
20000194,10,200300013300.0,B0003,,15439116.2,2728.0,EA,17.15
20000195,10,200300013300.0,B0003,,5319930.5,940.0,EA,17.15
20000196,10,202038003250.0,B0003,,1154400.0,192.0,EA,18.5
20000197,10,200100123700.0,B0003,,21534.0,150.0,EA,143.56
20000198,10,202038003350.0,B0003,,93800.0,14.0,EA,6700.0
20000199,10,202038003250.0,B0003,,97500.0,15.0,EA,6500.0
20000200,10,202038003350.0,B0003,,114570.5,18.0,EA,19.0
20000201,10,202038003250.0,B0003,,1683500.0,280.0,EA,6012.5
20000202,10,202038003250.0,B0003,,384800.0,64.0,EA,18.5
20000202,20,202038003300.0,B0003,,1880340.0,308.0,EA,18.5
20000203,10,202038003250.0,B0003,,1683500.0,280.0,EA,18.5
20000204,10,202038003250.0,B0003,,1617524.75,252.0,EA,19.75
20000205,10,200300053300.0,B0003,,27061650.5,4620.0,EA,17.75
20000206,10,202038003250.0,B0003,,195000.0,32.0,EA,18.75
20000207,10,202038003250.0,B0003,,841750.0,140.0,EA,6012.5
20000207,20,202038003300.0,B0003,,1880340.0,308.0,EA,6105.0
20000207,30,200100013450.0,B0003,,72450.0,10.0,EA,7245.0
20000208,10,200100013400.0,B0003,,1199520.0,168.0,EA,7140.0
20000210,10,202038003300.0,B0003,,470250.5,75.0,EA,19.0
20000211,10,202038003250.0,B0003,,555750.5,90.0,EA,19.0
20000213,10,202038003250.0,B0003,,3367000.0,560.0,EA,6012.5
20000214,10,200300013250.0,B0003,,47822775.25,7644.0,EA,19.25
20000215,10,202038003350.0,B0003,,3297070.5,532.0,EA,6197.5
20000216,10,200200150200.0,B0003,,12000.0,20.0,EA,600.0
20000217,10,202038003300.0,B0003,,3418800.0,560.0,EA,6105.0
20000218,10,202038003300.0,B0003,,15717240.0,2646.0,EA,18.0
20000219,10,202038003300.0,B0003,,6105000.0,1000.0,EA,18.5
20000220,10,202038003350.0,B0003,,703500.0,112.0,EA,18.75
20000221,10,202038003250.0,B0003,,2356900.0,392.0,EA,18.5
20000222,10,202038003300.0,B0003,,1880340.0,308.0,EA,18.5
20000223,10,202038003300.0,B0003,,3760680.0,616.0,EA,18.5
20000224,10,202038003300.0,B0003,,4072035.25,667.0,EA,18.5
20000225,10,202038003250.0,B0003,,1010100.0,168.0,EA,6012.5
20000226,10,200300042700.0,B0003,,18225.0,250.0,EA,27.0
20000227,10,202038003350.0,B0003,,7663124.75,1220.0,EA,18.75
20000228,10,202038003250.0,B0003,,8519822.85,1566.0,EA,16.74
20000231,10,202038003250.0,B0003,,1523340.0,252.0,EA,18.6
20000232,10,200100013400.0,B0003,,2210084.75,321.0,EA,20.25
20000233,10,200300073200.0,B0003,,13740800.0,2260.0,EA,19.0
20000234,10,202038003300.0,B0003,,4138067.6,667.0,EA,18.8
20000235,10,200300013300.0,B0003,,2764740.0,472.0,EA,17.75
20000236,10,202038003300.0,B0003,,712899.05,114.0,EA,18.95
20000237,10,202038003300.0,B0003,,1049598.1,171.0,EA,18.6
20000238,10,200200222000.0,B0003,,28800.0,6.0,EA,4800.0
20000239,10,202038003300.0,B0003,,1196580.0,196.0,EA,6105.0
20000240,10,202038003300.0,B0003,,1709400.0,280.0,EA,6105.0
20000241,10,202038003300.0,B0003,,5128200.0,840.0,EA,6105.0
20000243,10,200300013300.0,B0003,,4138067.6,667.0,EA,18.8
20000244,10,200300013300.0,B0003,,1709400.0,280.0,EA,6105.0
20000244,20,202038003350.0,B0003,,1735300.0,280.0,EA,6197.5
20000245,10,200300013300.0,B0003,,1196580.0,196.0,EA,6105.0
20000246,10,202038003300.0,B0003,,1025640.0,168.0,EA,6105.0
20000246,20,200100013650.0,B0003,,981120.0,112.0,EA,8760.0
20000247,10,200300013300.0,B0003,,1031183.8,168.0,EA,18.6
20000248,10,200300013300.0,B0003,,2859120.0,456.0,EA,19.0
20000249,10,202038003250.0,B0003,,841750.43,140.0,EA,18.5
20000249,20,202038202700.0,B0003,,139860.07,28.0,EA,18.5
20000250,10,202038003250.0,B0003,,841750.43,140.0,EA,18.5
20000250,20,202038202700.0,B0003,,139860.07,28.0,EA,18.5
20000251,10,200100453650.0,B0003,,1234501.8,11480.0,EA,32.1
20000251,20,200100453700.0,B0003,,1549776.73,14252.0,EA,32.46
20000252,10,200100453600.0,B0003,,2619552.6,24360.0,EA,32.1
20000252,20,200100453650.0,B0003,,2944738.44,27384.0,EA,32.1
20000253,10,200100453650.0,B0003,,1467894.96,13524.0,EA,32.4
20000253,20,200100453700.0,B0003,,2908437.84,26796.0,EA,32.4
20000254,10,200300013300.0,B0003,,1880340.0,308.0,EA,18.5
20000255,10,200300023250.0,B0003,,1761760.0,308.0,EA,17.6
20000256,10,200300013300.0,B0003,,3760680.0,616.0,EA,18.5
20000257,10,202038003300.0,B0003,,1755600.0,280.0,EA,19.0
20000258,10,202038003300.0,B0003,,3418800.0,560.0,EA,6105.0
20000259,10,202038003250.0,B0003,,1876875.25,308.0,EA,18.75
20000260,10,200300013300.0,B0003,,1880340.0,308.0,EA,18.5
20000261,10,200300013300.0,B0003,,6105000.0,1000.0,EA,18.5
20000262,10,202038003300.0,B0003,,2777775.25,455.0,EA,18.5
20000263,10,200300013300.0,B0003,,683760.0,112.0,EA,18.5
20000264,10,202038003350.0,B0003,,1735300.0,280.0,EA,6197.5
20000264,20,200300013300.0,B0003,,3418800.0,560.0,EA,6105.0
20000265,10,200300013300.0,B0003,,18277380.0,3077.0,EA,18.0
20000266,10,200300013350.0,B0003,,7663124.75,1220.0,EA,18.75
20000267,10,200100023700.0,B0003,,20128000.0,1700.0,EA,32.0
20000268,10,200300013300.0,B0003,,8328870.5,1410.0,EA,17.9
20000269,10,200300013250.0,B0003,,10445890.5,1766.0,EA,18.2
20000270,10,200300013350.0,B0003,,520590.15,84.0,EA,6197.5
20000270,20,202038003300.0,B0003,,854700.25,140.0,EA,6105.0
20000270,30,202038003250.0,B0003,,336700.1,56.0,EA,6012.5
20000271,10,202038003300.0,B0003,,1880340.0,308.0,EA,6105.0
20000272,10,200300013300.0,B0003,,35901887.6,6112.0,EA,17.8
20000273,10,200300013300.0,B0003,,14638007.86,2492.0,EA,17.8
20000273,20,200300053300.0,B0003,,26080559.74,4440.0,EA,17.8
20000274,10,200300013300.0,B0003,,693000.0,112.0,EA,18.75
20000275,10,200300013250.0,B0003,,96200.0,16.0,EA,18.5
20000276,10,200100013650.0,B0003,,981120.0,112.0,EA,8760.0
20000276,20,200300013300.0,B0003,,1025640.0,168.0,EA,6105.0
20000277,10,200300013300.0,B0003,,4102560.0,672.0,EA,6105.0
20000278,10,202038003250.0,B0003,,96200.0,16.0,EA,18.5
20000279,10,200300013250.0,B0003,,1857862.87,309.0,EA,18.5
20000280,10,200300013250.0,B0003,,1683500.0,280.0,EA,18.5
20000281,10,200300013300.0,B0003,,1709400.0,280.0,EA,6105.0
20000282,10,200300013300.0,B0003,,2648250.5,428.0,EA,18.75
20000283,10,200100083000.0,B0003,,111300.0,1400.0,EA,26.5
20000284,10,200300073300.0,B0003,,136620.0,1800.0,EA,23.0
20000285,10,200300053300.0,B0003,,729135.25,90.0,EA,8101.5
20000286,10,200300053300.0,B0003,,699435.25,90.0,EA,7771.5
20000287,10,202038003300.0,B0003,,169290.5,27.0,EA,19.0
20000288,10,200100013650.0,B0003,,3525900.0,420.0,EA,23.0
20000289,10,200300013300.0,B0003,,1831500.0,300.0,EA,18.5
20000290,10,202038003300.0,B0003,,184800.0,28.0,EA,6600.0
20000291,10,202038003300.0,B0003,,3557400.0,560.0,EA,19.25
20000292,10,200300013300.0,B0003,,3557400.0,560.0,EA,19.25
20000293,10,202038202700.0,B0003,,291060.0,56.0,EA,5197.5
20000293,20,202038003350.0,B0003,,1041180.0,168.0,EA,6197.5
20000294,10,200300013300.0,B0003,,665280.0,112.0,EA,18.0
20000295,10,200300013300.0,B0003,,3856050.5,615.0,EA,19.0
20000296,10,200300013350.0,B0003,,2950010.5,476.0,EA,6197.5
20000297,10,200300013250.0,B0003,,1876875.25,308.0,EA,18.75
20000298,10,200300042700.0,B0003,,18225.0,250.0,EA,27.0
20000299,10,202038003250.0,B0003,,841750.0,140.0,EA,6012.5
20000299,20,200300013350.0,B0003,,2602950.0,420.0,EA,6197.5
20000300,10,200300082750.0,B0003,,9625000.0,1400.0,EA,25.0
20000300,20,200100043000.0,B0003,,12180000.0,1400.0,EA,29.0
20000301,10,202038003300.0,B0003,,50822640.0,8556.0,EA,18.0
20000302,10,202038003300.0,B0003,,18498480.0,3080.0,EA,18.2
20000304,10,200100453700.0,B0003,,960484.0,7644.0,EA,33.96
20000305,10,202038003250.0,B0003,,3198650.5,532.0,EA,18.5
20000307,10,202038003250.0,B0003,,2020200.35,336.0,EA,6012.5
20000307,20,200300013350.0,B0003,,867650.15,140.0,EA,6197.5
20000308,10,200100013650.0,B0003,,6859080.0,864.0,EA,21.75
20000309,10,200300013300.0,B0003,,17998200.0,3030.0,EA,18.0
20000310,10,200300013300.0,B0003,,20754360.0,3494.0,EA,18.0
20000310,20,200300013250.0,B0003,,2386800.0,408.0,EA,18.0
20000311,10,200300013250.0,B0003,,1172079.72,196.0,EA,18.4
20000311,20,200300013300.0,B0003,,510047.88,84.0,EA,18.4
20000312,10,200300013250.0,B0003,,1674400.0,280.0,EA,18.4
20000313,10,200300013300.0,B0003,,416327.6,76.0,EA,16.6
20000314,10,200300013300.0,B0003,,909348.01,166.0,EA,16.6
20000314,20,200300013250.0,B0003,,24897925.34,4615.0,EA,16.6
20000315,10,200300013300.0,B0003,,1665312.4,304.0,EA,16.6
20000316,10,200300013300.0,B0003,,1287330.5,235.0,EA,16.6
20000317,10,200300013300.0,B0003,,1183247.6,216.0,EA,16.6
20000318,10,200300013300.0,B0003,,51460332.4,9394.0,EA,16.6
20000319,10,200300013250.0,B0003,,7499050.5,1390.0,EA,16.6
20000320,10,200300013250.0,B0003,,7968415.25,1477.0,EA,16.6
20000321,10,200300013300.0,B0003,,927960.0,152.0,EA,6105.0
20000322,10,200300013350.0,B0003,,1388240.0,224.0,EA,18.5
20000323,10,200300013250.0,B0003,,950624.75,156.0,EA,18.75
20000325,10,202038003250.0,B0003,,1851850.5,308.0,EA,6012.5
20000326,10,200300013300.0,B0003,,66000.0,10.0,EA,6600.0
20000327,10,200100013450.0,B0003,,3943971.45,580.0,EA,19.71
20000328,10,200100013450.0,B0003,,2242586.69,321.0,EA,20.25
20000329,10,202038003250.0,B0003,,1339520.0,224.0,EA,18.4
20000330,10,200300013350.0,B0003,,2567774.99,420.0,EA,6113.75
20000330,20,202038003250.0,B0003,,1162524.99,196.0,EA,5931.25
20000331,10,200300013250.0,B0003,,499037.12,83.0,EA,18.5
20000332,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
20000333,10,200300013300.0,B0003,,416327.6,76.0,EA,16.6
20000334,10,200300013300.0,B0003,,1665312.4,304.0,EA,16.6
20000335,10,200300013300.0,B0003,,1183247.6,216.0,EA,16.6
20000336,10,202038003250.0,B0003,,499037.12,83.0,EA,18.5
20000337,10,200300013300.0,B0003,,1011780.0,168.0,EA,6022.5
20000338,10,200300013300.0,B0003,,674520.0,112.0,EA,6022.5
20000338,20,200300013350.0,B0003,,684740.0,112.0,EA,6113.75
20000338,30,202038202700.0,B0003,,287280.0,56.0,EA,5130.0
20000339,10,202038003250.0,B0003,,1826824.75,308.0,EA,5931.25
20000340,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000341,10,200100453700.0,B0003,,415154.0,3304.0,EA,33.96
20000342,10,200100453700.0,B0003,,415154.0,3304.0,EA,33.96
20000343,10,200100453650.0,B0003,,1407907.0,11480.0,EA,122.64
20000344,10,200100453650.0,B0003,,370863.0,3024.0,EA,122.64
20000345,10,200200160300.0,B0003,,2100.0,100.0,EA,70.0
20000345,20,200200190600.0,B0003,,3672.0,90.0,EA,68.0
20000345,30,200200211000.0,B0003,,9100.0,140.0,EA,65.0
20000346,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000347,10,202038003250.0,B0003,,1826824.74,308.0,EA,5931.25
20000348,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000349,10,200300013350.0,B0003,,1839150.5,300.0,EA,18.3
20000350,10,200100453600.0,B0003,,491098.0,4060.0,EA,33.6
20000351,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
20000352,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
20000353,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
20000354,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
20000355,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
20000356,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
20000357,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
20000358,10,200100453700.0,B0003,,2440868.0,19460.0,EA,33.9
20000359,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
20000360,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
20000361,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
20000362,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
20000363,10,200100453700.0,B0003,,920154.0,7336.0,EA,33.9
20000364,10,200100453650.0,B0003,,1673392.0,13524.0,EA,123.73
20000365,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
20000366,10,200300013300.0,B0003,,3390750.5,548.0,EA,18.75
20000367,10,202038003250.0,B0003,,837199.75,140.0,EA,18.4
20000367,20,202038003300.0,B0003,,510047.85,84.0,EA,18.4
20000368,10,200300013350.0,B0003,,6162660.0,1008.0,EA,18.25
20000369,10,202038003300.0,B0003,,519750.5,84.0,EA,6187.51
20000370,10,202038003300.0,B0003,,618750.5,100.0,EA,6187.51
20000371,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000372,10,200300013350.0,B0003,,5820290.5,952.0,EA,18.25
20000373,10,200300013300.0,B0003,,7214624.75,1166.0,EA,18.75
20000374,10,200100013650.0,B0003,,2197300.0,280.0,EA,21.5
20000374,20,200300013350.0,B0003,,684740.0,112.0,EA,18.25
20000375,10,200300013350.0,B0003,,342370.1,56.0,EA,6113.75
20000375,20,200300013300.0,B0003,,1349040.4,224.0,EA,6022.5
20000376,10,200100013650.0,B0003,,1318380.0,168.0,EA,7847.5
20000377,10,200300013350.0,B0003,,1908830.5,308.0,EA,18.5
20000378,10,200100013450.0,B0003,,2004450.5,280.0,EA,20.75
20000379,10,200300013350.0,B0003,,53254615.25,8956.0,EA,17.75
20000380,10,202038003250.0,B0003,,950624.75,156.0,EA,18.75
20000381,10,200300013300.0,B0003,,674520.0,112.0,EA,6022.5
20000381,20,202038003300.0,B0003,,1011780.0,168.0,EA,6022.5
20000382,10,200100013450.0,B0003,,2242586.69,321.0,EA,20.25
20000383,10,200300013300.0,B0003,,2023560.0,336.0,EA,6022.5
20000384,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
20000385,10,200300013300.0,B0003,,2192190.5,364.0,EA,6022.5
20000386,10,202038003300.0,B0003,,300801.92,48.0,EA,18.99
20000387,10,200300013300.0,B0003,,1517670.46,252.0,EA,6022.5
20000387,20,202038202700.0,B0003,,143640.04,28.0,EA,5130.0
20000388,10,200300013250.0,B0003,,913412.56,154.0,EA,5931.25
20000388,20,200300013300.0,B0003,,915420.06,152.0,EA,6022.5
20000388,30,200100013450.0,B0003,,1038018.82,145.0,EA,7158.75
20000389,10,200300013300.0,B0003,,7419720.0,1232.0,EA,6022.5
20000390,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000391,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000392,10,200100013450.0,B0003,,3226612.37,435.0,EA,7417.5
20000393,10,200300013300.0,B0003,,618750.5,100.0,EA,6187.51
20000394,10,200300013300.0,B0003,,1517670.46,252.0,EA,6022.5
20000394,20,202038202700.0,B0003,,143640.04,28.0,EA,5130.0
20000395,10,200100013450.0,B0003,,1006020.0,144.0,EA,20.25
20000396,10,200300013350.0,B0003,,9246670.5,1492.0,EA,18.5
20000397,10,200300013350.0,B0003,,342370.0,56.0,EA,6113.75
20000397,20,200300013300.0,B0003,,1180410.0,196.0,EA,6022.5
20000398,10,200300013300.0,B0003,,3711840.0,608.0,EA,18.5
20000399,10,200200211000.0,B0003,,35625.0,15.0,EA,2375.0
20000399,20,200300013300.0,B0003,,2698079.74,448.0,EA,6022.5
20000400,10,200100013650.0,B0003,,1757840.13,224.0,EA,21.5
20000400,20,200300013300.0,B0003,,1011780.08,168.0,EA,18.25
20000400,30,200300013350.0,B0003,,3766070.29,616.0,EA,18.25
20000401,10,202038003250.0,B0003,,498225.07,84.0,EA,5931.25
20000401,20,202038003300.0,B0003,,505890.08,84.0,EA,6022.5
20000401,30,200300013300.0,B0003,,674520.1,112.0,EA,6022.5
20000402,10,200300013300.0,B0003,,94050.5,15.0,EA,19.0
20000403,10,200300013300.0,B0003,,843150.33,140.0,EA,6022.5
20000403,20,202038202700.0,B0003,,430920.17,84.0,EA,5130.0
20000404,10,200300013300.0,B0003,,180180.0,28.0,EA,19.5
20000405,10,200300013300.0,B0003,,1881000.0,304.0,EA,18.75
20000406,10,200300013350.0,B0003,,1369480.23,224.0,EA,6113.75
20000406,20,202038003250.0,B0003,,1660750.27,280.0,EA,5931.25
20000407,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
20000408,10,200300013300.0,B0003,,1538460.0,252.0,EA,18.5
20000408,20,200100013400.0,B0003,,952000.0,28.0,EA,100.0
20000409,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
20000410,10,200300013350.0,B0003,,95475.25,15.0,EA,19.0
20000411,10,202038003250.0,B0003,,1826824.75,308.0,EA,5931.25
20000412,10,200300013350.0,B0003,,1561770.5,252.0,EA,18.5
20000413,10,202038003250.0,B0003,,1660750.5,280.0,EA,5931.25
20000414,10,200300013300.0,B0003,,2866710.5,476.0,EA,6022.5
20000415,10,200100013650.0,B0003,,2636760.0,336.0,EA,7847.5
20000416,10,200300013300.0,B0003,,1686300.16,280.0,EA,6022.5
20000416,20,200300013350.0,B0003,,1027110.1,168.0,EA,6113.75
20000416,30,200100013650.0,B0003,,2636760.24,336.0,EA,7847.5
20000417,10,200300013300.0,B0003,,10960950.5,1820.0,EA,18.25
20000418,10,200300013250.0,B0003,,17300432.47,3077.0,EA,17.3
20000418,20,200300013300.0,B0003,,69193079.9,12120.0,EA,17.3
20000419,10,200300013300.0,B0003,,222750.5,36.0,EA,6187.51
20000420,10,202038003250.0,B0003,,996450.0,168.0,EA,5931.25
20000420,20,200100013650.0,B0003,,1318380.0,168.0,EA,7847.5
20000420,30,200300013350.0,B0003,,3081330.0,504.0,EA,6113.75
20000421,10,200100013650.0,B0003,,1318380.0,168.0,EA,7847.5
20000422,10,200300013250.0,B0003,,51906920.04,9232.0,EA,17.3
20000422,20,200300013300.0,B0003,,207602076.16,36364.0,EA,17.3
20000423,10,200300013300.0,B0003,,927464.74,154.0,EA,6022.5
20000424,10,200100013450.0,B0003,,4202100.0,600.0,EA,20.3
20000425,10,200300013300.0,B0003,,13659030.5,2268.0,EA,18.25
20000426,10,200300013300.0,B0003,,2192190.0,364.0,EA,6022.5
20000426,20,200300013350.0,B0003,,342370.0,56.0,EA,6113.75
20000427,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000427,20,202038003250.0,B0003,,1328600.0,224.0,EA,5931.25
20000428,10,202038003250.0,B0003,,166075.02,28.0,EA,5931.25
20000428,20,200100013650.0,B0003,,439460.06,56.0,EA,7847.5
20000428,30,200300013350.0,B0003,,1369480.17,224.0,EA,6113.75
20000429,10,200300013350.0,B0003,,513554.89,84.0,EA,6113.75
20000429,20,200100013650.0,B0003,,659189.86,84.0,EA,7847.5
20000430,10,200300013300.0,B0003,,351120.0,56.0,EA,19.0
20000431,10,200300013350.0,B0003,,1711850.25,280.0,EA,6113.75
20000431,20,200300013300.0,B0003,,1686300.25,280.0,EA,6022.5
20000432,10,200300013300.0,B0003,,843150.28,140.0,EA,6022.5
20000432,20,200300013350.0,B0003,,684740.22,112.0,EA,6113.75
20000433,10,200300013300.0,B0003,,3709860.25,616.0,EA,6022.5
20000433,20,202038003250.0,B0003,,3653650.25,616.0,EA,5931.25
20000434,10,200300013300.0,B0003,,3709860.25,616.0,EA,6022.5
20000434,20,202038003250.0,B0003,,3653650.25,616.0,EA,5931.25
20000435,10,200300013300.0,B0003,,1014552.4,168.0,EA,18.3
20000436,10,200300013350.0,B0003,,942187.62,150.0,EA,18.75
20000437,10,200300013300.0,B0003,,7331345.7,1214.0,EA,18.3
20000438,10,200300013300.0,B0003,,927960.0,152.0,EA,18.5
20000439,10,200300013300.0,B0003,,2777775.25,455.0,EA,18.5
20000440,10,200300013300.0,B0003,,2815312.38,455.0,EA,18.75
20000441,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
20000442,10,200300013300.0,B0003,,97680.0,16.0,EA,18.5
20000443,10,200100013650.0,B0003,,1718164.76,221.0,EA,21.3
20000443,20,200300013300.0,B0003,,1352736.21,224.0,EA,18.3
20000444,10,200300013300.0,B0003,,921855.25,151.0,EA,18.5
20000445,10,200300013300.0,B0003,,555555.25,91.0,EA,18.5
20000446,10,200200200750.0,B0003,,15600.0,8.0,EA,26.0
20000447,10,200300013300.0,B0003,,280830.5,46.0,EA,18.5
20000448,10,200300013300.0,B0003,,1180410.37,196.0,EA,6022.5
20000448,20,202038202700.0,B0003,,430920.13,84.0,EA,5130.0
20000449,10,200300013250.0,B0003,,255937.12,42.0,EA,6093.74
20000450,10,200300013300.0,B0003,,4577561.9,758.0,EA,18.3
20000451,10,200100453650.0,B0003,,1032585.0,8200.0,EA,34.5
20000451,20,200100453700.0,B0003,,1046730.0,8200.0,EA,34.5
20000452,10,200100453700.0,B0003,,818070.0,6600.0,EA,33.5
20000453,10,200100453600.0,B0003,,5036377.65,42075.0,EA,119.7
20000453,20,200100453650.0,B0003,,5106327.35,42075.0,EA,121.36
20000454,10,200100453700.0,B0003,,301920.0,2400.0,EA,34.0
20000455,10,200100453700.0,B0003,,301920.0,2400.0,EA,34.0
20000456,10,200100453700.0,B0003,,307248.0,2400.0,EA,34.6
20000457,10,200100453700.0,B0003,,460872.0,3600.0,EA,34.6
20000458,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
20000458,20,202038202700.0,B0003,,287280.0,56.0,EA,5130.0
20000459,10,200300013300.0,B0003,,3760680.0,616.0,EA,18.5
20000460,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
20000461,10,200300013300.0,B0003,,843149.87,140.0,EA,6022.5
20000461,20,200300013350.0,B0003,,684739.9,112.0,EA,6113.75
20000461,30,202038003250.0,B0003,,166074.98,28.0,EA,5931.25
20000462,10,200300013300.0,B0003,,674520.25,112.0,EA,6022.5
20000462,20,200100013650.0,B0003,,659190.25,84.0,EA,7847.5
20000463,10,200300013350.0,B0003,,684739.85,112.0,EA,6113.75
20000463,20,200300013250.0,B0003,,498224.89,84.0,EA,5931.25
20000464,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
20000465,10,200300453300.0,B0003,,1236303.75,18275.0,EA,20.5
20000466,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
20000467,10,200100123700.0,B0003,,23754.0,150.0,EA,42.8
20000468,10,200100453700.0,B0003,,459540.0,3600.0,EA,34.5
20000469,10,200100023700.0,B0003,,207570.0,1700.0,EA,33.0
20000470,10,200100013650.0,B0003,,454790.5,56.0,EA,22.25
20000471,10,202038003250.0,B0003,,830374.84,140.0,EA,5931.25
20000471,20,200300013300.0,B0003,,505889.91,84.0,EA,6022.5
20000472,10,200300053250.0,B0003,,51906920.04,9232.0,EA,17.3
20000472,20,200300053300.0,B0003,,207602076.16,36364.0,EA,17.3
20000473,10,200300013350.0,B0003,,342369.95,56.0,EA,6113.75
20000473,20,200300013300.0,B0003,,843149.87,140.0,EA,6022.5
20000473,30,202038003250.0,B0003,,498224.92,84.0,EA,5931.25
20000474,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000475,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
20000476,10,200100013650.0,B0003,,2197300.0,280.0,EA,7847.5
20000477,10,200300013250.0,B0003,,3247790.5,602.0,EA,16.6
20000478,10,200300013300.0,B0003,,2404841.9,439.0,EA,16.6
20000479,10,200300013300.0,B0003,,5610527.6,924.0,EA,18.4
20000480,10,200300013300.0,B0003,,13869503.8,2388.0,EA,17.6
20000481,10,200300013300.0,B0003,,26345087.74,4536.0,EA,17.6
20000481,20,200300013350.0,B0003,,14622079.86,2480.0,EA,17.6
20000482,10,200300013300.0,B0003,,9960720.0,1715.0,EA,17.6
20000483,10,200300013300.0,B0003,,7399260.0,1212.0,EA,18.5
20000484,10,200300013350.0,B0003,,3081330.5,504.0,EA,18.25
20000485,10,200300013300.0,B0003,,125400.0,20.0,EA,19.0
20000486,10,202038003300.0,B0003,,125400.0,20.0,EA,19.0
20000487,10,200300013250.0,B0003,,1328600.0,224.0,EA,18.25
20000487,20,200300013300.0,B0003,,1686300.0,280.0,EA,18.25
20000488,10,200300013300.0,B0003,,1287330.5,235.0,EA,16.6
20000489,10,200300023300.0,B0003,,928290.0,9700.0,EA,29.0
20000489,20,200300023250.0,B0003,,226200.0,2400.0,EA,29.0
20000489,30,200300453300.0,B0003,,555060.0,5800.0,EA,95.7
20000490,10,200300453300.0,B0003,,813450.0,8500.0,EA,95.7
20000491,10,200100123700.0,B0003,,54131.0,350.0,EA,41.8
20000491,20,200100073700.0,B0003,,1239500.0,100.0,EA,33.5
20000492,10,200300013300.0,B0003,,26345087.74,4536.0,EA,17.6
20000492,20,200300013350.0,B0003,,14622079.86,2480.0,EA,17.6
20000493,10,200300013300.0,B0003,,9960720.0,1715.0,EA,17.6
20000494,10,200300013300.0,B0003,,13869503.8,2388.0,EA,17.6
20000495,10,200300013300.0,B0003,,18004140.0,3031.0,EA,18.0
