Billing Document,Item,Billed Quantity,Net Value,Sales document,Sales Document Item,Material
90001781,21,28.0,171185.0,10000574.0,20,200300013350
90001782,10,28.0,168630.0,10000574.0,10,200300013300
90001782,11,4.0,24090.0,10000574.0,10,200300013300
90001782,12,24.0,144540.0,10000574.0,10,200300013300
90001782,13,28.0,168630.0,10000574.0,10,200300013300
90001782,14,36.0,216810.0,10000574.0,10,200300013300
90001782,15,20.0,120450.0,10000574.0,10,200300013300
90001782,16,28.0,168630.0,10000574.0,10,200300013300
90001782,17,28.0,168630.0,10000574.0,10,200300013300
90001782,18,28.0,168630.0,10000574.0,10,200300013300
90001782,19,28.0,168630.0,10000574.0,10,200300013300
90001782,20,28.0,168630.0,10000574.0,10,200300013300
90001783,10,111.0,668497.68,10000583.0,10,200300013300
90001783,11,28.0,168630.04,10000583.0,10,200300013300
90001783,12,28.0,168630.04,10000583.0,10,200300013300
90001783,13,26.0,156585.04,10000583.0,10,200300013300
90001783,14,56.0,337260.09,10000583.0,10,200300013300
90001783,15,18.0,108405.03,10000583.0,10,200300013300
90001783,16,10.0,60225.02,10000583.0,10,200300013300
90001783,17,1.0,6022.5,10000583.0,10,200300013300
90001783,18,30.0,180675.05,10000583.0,10,200300013300
90001784,20,28.0,166074.98,10000583.0,20,202038003250
90001784,21,196.0,1162524.84,10000583.0,20,202038003250
90001784,22,84.0,498224.93,10000583.0,20,202038003250
90001785,30,140.0,855925.24,10000585.0,30,200300013350
90001785,31,112.0,684740.19,10000585.0,30,200300013350
90001785,32,28.0,171185.05,10000585.0,30,200300013350
90001786,10,56.0,337260.11,10000572.0,10,200300013300
90001786,11,28.0,168630.06,10000572.0,10,200300013300
90001786,12,28.0,168630.06,10000572.0,10,200300013300
90001786,13,28.0,168630.06,10000572.0,10,200300013300
90001786,14,28.0,168630.06,10000572.0,10,200300013300
90001786,15,84.0,505890.15,10000572.0,10,200300013300
90001787,10,28.0,168630.0,10000572.0,10,200300013300
90001787,11,28.0,168630.0,10000572.0,10,200300013300
90001787,12,8.0,48180.0,10000572.0,10,200300013300
90001787,13,5.0,30112.5,10000572.0,10,200300013300
90001787,14,5.0,30112.5,10000572.0,10,200300013300
90001787,15,10.0,60225.0,10000572.0,10,200300013300
90001787,16,29.0,174652.47,10000572.0,10,200300013300
90001787,17,27.0,162607.5,10000572.0,10,200300013300
90001787,18,26.0,156585.0,10000572.0,10,200300013300
90001787,19,2.0,12045.0,10000572.0,10,200300013300
90001787,20,9.0,54202.5,10000572.0,10,200300013300
90001787,21,19.0,114427.5,10000572.0,10,200300013300
90001787,22,28.0,168630.0,10000572.0,10,200300013300
90001788,10,28.0,168630.0,10000575.0,10,200300013300
90001788,11,28.0,168630.0,10000575.0,10,200300013300
90001788,12,28.0,168630.0,10000575.0,10,200300013300
90001788,13,56.0,337260.0,10000575.0,10,200300013300
90001788,14,28.0,168630.0,10000575.0,10,200300013300
90001788,15,28.0,168630.0,10000575.0,10,200300013300
90001788,16,28.0,168630.0,10000575.0,10,200300013300
90001788,17,56.0,337260.0,10000575.0,10,200300013300
90001789,1,196.0,1038114.0,5500000187.0,10,200300013300
90001789,2,84.0,444906.0,5500000187.0,10,200300013300
90001789,3,28.0,148302.0,5500000187.0,10,200300013300
90001790,1,56.0,296604.0,5500000187.0,10,200300013300
90001790,2,140.0,741510.0,5500000187.0,10,200300013300
90001790,3,84.0,444906.0,5500000187.0,10,200300013300
90001790,4,28.0,148302.0,5500000187.0,10,200300013300
90001791,10,196.0,1212750.31,10000565.0,10,200300013300
90001791,11,84.0,519750.14,10000565.0,10,200300013300
90001791,12,28.0,173250.05,10000565.0,10,200300013300
90001792,10,56.0,346500.09,10000565.0,10,200300013300
90001792,11,140.0,866250.22,10000565.0,10,200300013300
90001792,12,84.0,519750.14,10000565.0,10,200300013300
90001792,13,28.0,173250.05,10000565.0,10,200300013300
90001793,10,56.0,341880.0,10000566.0,10,200300013300
90001793,11,27.0,164835.0,10000566.0,10,200300013300
90001793,12,1.0,6105.0,10000566.0,10,200300013300
90001793,13,24.0,146520.0,10000566.0,10,200300013300
90001793,14,8.0,48840.0,10000566.0,10,200300013300
90001793,15,28.0,170940.0,10000566.0,10,200300013300
90001793,16,39.0,238095.0,10000566.0,10,200300013300
90001793,17,9.0,54945.0,10000566.0,10,200300013300
90001793,18,1.0,6105.0,10000566.0,10,200300013300
90001793,19,1.0,6105.0,10000566.0,10,200300013300
90001793,20,2.0,12210.0,10000566.0,10,200300013300
90001793,21,28.0,170940.0,10000566.0,10,200300013300
90001793,22,35.0,213675.0,10000566.0,10,200300013300
90001793,23,10.0,61050.0,10000566.0,10,200300013300
90001793,24,19.0,115995.0,10000566.0,10,200300013300
90001793,25,16.0,97680.0,10000566.0,10,200300013300
90001797,10,16.0,97680.0,10000590.0,10,200300013300
90001798,10,694.0,60378.0,4000000001.0,10,200100043000
90001798,11,6.0,522.0,4000000001.0,10,200100043000
90001800,10,29.0,179437.49,10000588.0,10,200300013300
90001800,11,40.0,247499.98,10000588.0,10,200300013300
90001800,12,51.0,315562.46,10000588.0,10,200300013300
90001800,13,28.0,173249.99,10000588.0,10,200300013300
90001800,14,28.0,173249.99,10000588.0,10,200300013300
90001800,15,1.0,6187.5,10000588.0,10,200300013300
90001800,16,26.0,160874.99,10000588.0,10,200300013300
90001800,17,1.0,6187.5,10000588.0,10,200300013300
90001800,18,27.0,167062.49,10000588.0,10,200300013300
90001800,19,44.0,272249.98,10000588.0,10,200300013300
90001800,20,28.0,173249.99,10000588.0,10,200300013300
90001801,10,16.0,97680.0,10000590.0,10,200300013300
90001802,10,16.0,97680.0,10000590.0,10,200300013300
90001803,10,28.0,175560.0,10000581.0,10,200300013300
90001803,11,28.0,175560.0,10000581.0,10,200300013300
90001804,10,28.0,168630.05,10000597.0,10,200300013300
90001804,11,28.0,168630.05,10000597.0,10,200300013300
90001804,12,28.0,168630.05,10000597.0,10,200300013300
90001804,13,30.0,180675.05,10000597.0,10,200300013300
90001804,14,2.0,12045.0,10000597.0,10,200300013300
90001804,15,1.0,6022.5,10000597.0,10,200300013300
90001804,16,3.0,18067.51,10000597.0,10,200300013300
90001804,17,28.0,168630.05,10000597.0,10,200300013300
90001804,18,40.0,240900.07,10000597.0,10,200300013300
90001804,19,8.0,48180.01,10000597.0,10,200300013300
90001804,20,28.0,143640.04,10000597.0,20,202038202700
90001804,21,56.0,287280.11,10000597.0,20,202038202700
90001805,10,56.0,435372.11,10000592.0,10,200100013650
90001805,11,28.0,217686.06,10000592.0,10,200100013650
90001805,20,56.0,338184.09,10000592.0,20,200300013300
90001805,21,28.0,169092.04,10000592.0,20,200300013300
90001806,10,84.0,507276.34,10000591.0,10,200300013300
90001806,11,3.0,18117.01,10000591.0,10,200300013300
90001807,10,112.0,683760.0,10000587.0,10,200300013300
90001808,10,0.0,0.0,10000586.0,10,200300013350
90001808,11,9.0,56531.26,10000586.0,10,200300013350
90001808,12,2.0,12562.5,10000586.0,10,200300013350
90001808,13,21.0,131906.27,10000586.0,10,200300013350
90001808,14,1.0,6281.25,10000586.0,10,200300013350
90001808,15,1.0,6281.25,10000586.0,10,200300013350
90001808,16,2.0,12562.5,10000586.0,10,200300013350
90001808,17,5.0,31406.25,10000586.0,10,200300013350
90001808,18,1.0,6281.25,10000586.0,10,200300013350
90001808,19,5.0,31406.25,10000586.0,10,200300013350
90001808,20,16.0,100500.01,10000586.0,10,200300013350
90001808,21,12.0,75375.01,10000586.0,10,200300013350
90001808,22,10.0,62812.51,10000586.0,10,200300013350
90001808,23,10.0,62812.51,10000586.0,10,200300013350
90001808,24,5.0,31406.25,10000586.0,10,200300013350
90001808,25,4.0,25125.0,10000586.0,10,200300013350
90001808,26,12.0,75375.01,10000586.0,10,200300013350
90001808,27,28.0,175875.04,10000586.0,10,200300013350
90001808,28,6.0,37687.5,10000586.0,10,200300013350
90001809,10,101.0,8787.0,4000000001.0,10,200100043000
90001809,11,578.0,50286.0,4000000001.0,10,200100043000
90001809,12,21.0,1827.0,4000000001.0,10,200100043000
90001810,10,671.0,58377.0,4000000001.0,10,200100043000
90001810,11,29.0,2523.0,4000000001.0,10,200100043000
90001811,10,304.0,26448.0,4000000001.0,10,200100043000
90001811,11,393.0,34191.0,4000000001.0,10,200100043000
90001811,12,3.0,261.0,4000000001.0,10,200100043000
90001812,10,2.0,0.0,10000550.0,10,200199999999
90001812,20,2.0,0.0,10000550.0,20,200199999999
90001812,30,2.0,0.0,10000550.0,30,200199999999
90001812,40,2.0,0.0,10000550.0,40,200199999999
90001813,1,28.0,146055.0,5500000192.0,10,202038003250
90001813,2,196.0,1022385.0,5500000192.0,10,202038003250
90001813,3,140.0,730275.0,5500000192.0,10,202038003250
90001813,4,28.0,146055.0,5500000192.0,10,202038003250
90001813,5,28.0,150549.0,5500000192.0,20,200300013350
90001813,6,45.0,241953.75,5500000192.0,20,200300013350
90001813,7,28.0,150549.0,5500000192.0,20,200300013350
90001813,8,11.0,59144.25,5500000192.0,20,200300013350
90001814,1,28.0,148302.0,5500000194.0,10,200300013300
90001814,2,28.0,148302.0,5500000194.0,10,200300013300
90001814,3,28.0,148302.0,5500000194.0,10,200300013300
90001814,4,28.0,148302.0,5500000194.0,10,200300013300
90001814,5,28.0,148302.0,5500000194.0,10,200300013300
90001814,6,28.0,148302.0,5500000194.0,10,200300013300
90001814,7,28.0,148302.0,5500000194.0,10,200300013300
90001814,8,1.0,5296.5,5500000194.0,10,200300013300
90001814,9,1.0,5296.5,5500000194.0,10,200300013300
90001814,10,26.0,137709.0,5500000194.0,10,200300013300
90001814,11,1.0,5296.5,5500000194.0,10,200300013300
90001814,12,27.0,143005.5,5500000194.0,10,200300013300
90001815,10,28.0,170940.0,10000573.0,10,200300013300
90001815,11,28.0,170940.0,10000573.0,10,200300013300
90001815,12,28.0,170940.0,10000573.0,10,200300013300
90001815,13,28.0,170940.0,10000573.0,10,200300013300
90001815,14,28.0,170940.0,10000573.0,10,200300013300
90001815,15,28.0,170940.0,10000573.0,10,200300013300
90001815,16,28.0,170940.0,10000573.0,10,200300013300
90001815,17,1.0,6105.0,10000573.0,10,200300013300
90001815,18,1.0,6105.0,10000573.0,10,200300013300
90001815,19,26.0,158730.0,10000573.0,10,200300013300
90001815,20,1.0,6105.0,10000573.0,10,200300013300
90001815,21,27.0,164835.0,10000573.0,10,200300013300
90001816,10,694.0,60378.0,4000000001.0,10,200100043000
90001816,11,6.0,522.0,4000000001.0,10,200100043000
90001817,10,101.0,8787.0,4000000001.0,10,200100043000
90001817,11,578.0,50286.0,4000000001.0,10,200100043000
90001817,12,21.0,1827.0,4000000001.0,10,200100043000
90001818,10,671.0,58377.0,4000000001.0,10,200100043000
90001818,11,29.0,2523.0,4000000001.0,10,200100043000
90001819,10,304.0,26448.0,4000000001.0,10,200100043000
90001819,11,393.0,34191.0,4000000001.0,10,200100043000
90001819,12,3.0,261.0,4000000001.0,10,200100043000
90001820,1,26.0,152314.5,5500000189.0,10,200100013650
90001820,2,30.0,175747.5,5500000189.0,10,200100013650
90001820,3,56.0,328062.0,5500000189.0,20,200100053650
90001820,4,1.0,5376.75,5500000189.0,30,200300013350
90001820,5,1.0,5376.75,5500000189.0,30,200300013350
90001820,6,24.0,129042.0,5500000189.0,30,200300013350
90001820,7,1.0,5376.75,5500000189.0,30,200300013350
90001820,8,1.0,5376.75,5500000189.0,30,200300013350
90001820,9,112.0,602196.0,5500000189.0,30,200300013350
90001820,10,174.0,935554.5,5500000189.0,30,200300013350
90001820,11,1.0,5376.75,5500000189.0,30,200300013350
90001820,12,49.0,263460.75,5500000189.0,30,200300013350
90001821,1,7.0,37075.5,5500000195.0,10,200300053300
90001821,2,6.0,31779.0,5500000195.0,10,200300053300
90001821,3,9.0,48390.75,5500000195.0,20,200300053350
90001821,4,1.0,5216.25,5500000195.0,30,200300053250
90001821,5,1.0,5376.75,5500000195.0,60,200100453650
90001821,6,1.0,5376.75,5500000195.0,70,200100453600
90001822,1,28.0,148302.0,5500000193.0,10,200300013300
90001822,2,28.0,148302.0,5500000193.0,10,200300013300
90001822,3,39.0,206563.5,5500000193.0,10,200300013300
90001822,4,92.0,487278.0,5500000193.0,10,200300013300
90001822,5,10.0,52965.0,5500000193.0,10,200300013300
90001822,6,73.0,386644.5,5500000193.0,10,200300013300
90001822,7,28.0,148302.0,5500000193.0,10,200300013300
90001822,8,1.0,5296.5,5500000193.0,10,200300013300
90001822,9,1.0,5296.5,5500000193.0,10,200300013300
90001822,10,40.0,211860.0,5500000193.0,10,200300013300
90001822,11,14.0,74151.0,5500000193.0,10,200300013300
90001822,12,33.0,174784.5,5500000193.0,10,200300013300
90001822,13,15.0,79447.5,5500000193.0,10,200300013300
90001822,14,1.0,5296.5,5500000193.0,10,200300013300
90001822,15,17.0,90040.5,5500000193.0,10,200300013300
90001822,16,1.0,5296.5,5500000193.0,10,200300013300
90001822,17,10.0,52965.0,5500000193.0,10,200300013300
90001822,18,1.0,5296.5,5500000193.0,10,200300013300
90001822,19,5.0,26482.5,5500000193.0,10,200300013300
90001822,20,8.0,42372.0,5500000193.0,10,200300013300
90001822,21,3.0,15889.5,5500000193.0,10,200300013300
90001822,22,1.0,5296.5,5500000193.0,10,200300013300
90001822,23,5.0,26482.5,5500000193.0,10,200300013300
90001822,24,47.0,248935.5,5500000193.0,10,200300013300
90001822,25,1.0,5296.5,5500000193.0,10,200300013300
90001822,26,1.0,5296.5,5500000193.0,10,200300013300
90001822,27,1.0,5296.5,5500000193.0,10,200300013300
90001823,1,6.0,32742.0,5500000190.0,20,200300013350
90001823,2,12.0,64521.0,5500000190.0,20,200300013350
90001823,3,7.0,37637.25,5500000190.0,20,200300013350
90001823,4,3.0,16371.0,5500000190.0,20,200300013350
90001823,5,334.0,1795834.5,5500000190.0,20,200300013350
90001823,6,139.0,747368.25,5500000190.0,20,200300013350
90001823,7,1.0,5376.75,5500000190.0,20,200300013350
90001823,8,2.0,10753.5,5500000190.0,20,200300013350
90001824,1,112.0,593208.0,5500000190.0,10,200300013300
90001824,2,28.0,148302.0,5500000190.0,10,200300013300
90001824,3,28.0,148302.0,5500000190.0,10,200300013300
90001824,4,28.0,148302.0,5500000190.0,10,200300013300
90001824,5,28.0,148302.0,5500000190.0,10,200300013300
90001824,6,57.0,301900.5,5500000190.0,10,200300013300
90001824,7,31.0,164191.5,5500000190.0,10,200300013300
90001824,8,28.0,148302.0,5500000190.0,10,200300013300
90001824,9,2.0,10593.0,5500000190.0,10,200300013300
90001824,10,2.0,10593.0,5500000190.0,10,200300013300
90001824,11,1.0,5296.5,5500000190.0,10,200300013300
90001824,12,2.0,10593.0,5500000190.0,10,200300013300
90001824,13,1.0,5296.5,5500000190.0,10,200300013300
90001824,14,5.0,26482.5,5500000190.0,10,200300013300
90001824,15,11.0,58261.5,5500000190.0,10,200300013300
90001824,16,4.0,21186.0,5500000190.0,10,200300013300
90001824,17,8.0,42372.0,5500000190.0,10,200300013300
90001824,18,2.0,10593.0,5500000190.0,10,200300013300
90001824,19,3.0,15889.5,5500000190.0,10,200300013300
90001824,20,1.0,5296.5,5500000190.0,10,200300013300
90001824,21,4.0,21186.0,5500000190.0,10,200300013300
90001824,22,4.0,21186.0,5500000190.0,10,200300013300
90001824,23,1.0,5296.5,5500000190.0,10,200300013300
90001824,24,1.0,5296.5,5500000190.0,10,200300013300
90001824,25,13.0,68854.5,5500000190.0,10,200300013300
90001824,26,3.0,15889.5,5500000190.0,10,200300013300
90001824,27,3.0,15889.5,5500000190.0,10,200300013300
90001824,28,9.0,47668.5,5500000190.0,10,200300013300
90001825,10,18.0,108405.0,10000604.0,10,200300013300
90001825,11,3.0,18067.5,10000604.0,10,200300013300
90001825,12,5.0,30112.5,10000604.0,10,200300013300
90001825,13,1.0,6022.5,10000604.0,10,200300013300
90001825,14,1.0,6022.5,10000604.0,10,200300013300
90001825,15,28.0,168630.0,10000604.0,10,200300013300
90001825,16,84.0,505889.99,10000604.0,10,200300013300
90001825,17,84.0,505889.99,10000604.0,10,200300013300
90001825,20,28.0,143640.0,10000604.0,20,202038202700
90001825,21,28.0,143640.0,10000604.0,20,202038202700
90001826,1,28.0,148302.0,5500000175.0,10,200300013300
90001826,2,56.0,296604.0,5500000175.0,10,200300013300
90001827,10,28.0,219730.0,10000599.0,10,200100013650
90001827,11,140.0,1098650.0,10000599.0,10,200100013650
90001828,20,56.0,337260.0,10000600.0,20,200300013300
90001829,10,28.0,168630.0,10000601.0,10,200300013300
90001829,11,28.0,168630.0,10000601.0,10,200300013300
90001829,12,28.0,168630.0,10000601.0,10,200300013300
90001829,13,13.0,78292.5,10000601.0,10,200300013300
90001829,14,45.0,271012.5,10000601.0,10,200300013300
90001829,15,54.0,325215.0,10000601.0,10,200300013300
90001829,16,28.0,168630.0,10000601.0,10,200300013300
90001830,1,56.0,296604.0,5500000193.0,10,200300013300
90001830,2,28.0,148302.0,5500000193.0,10,200300013300
90001830,3,56.0,296604.0,5500000193.0,10,200300013300
90001830,4,32.0,169488.0,5500000193.0,10,200300013300
90001830,5,45.0,238342.5,5500000193.0,10,200300013300
90001830,6,5.0,26482.5,5500000193.0,10,200300013300
90001830,7,56.0,296604.0,5500000193.0,10,200300013300
90001830,8,2.0,10593.0,5500000193.0,10,200300013300
90001830,9,29.0,153598.5,5500000193.0,10,200300013300
90001830,10,13.0,68854.5,5500000193.0,10,200300013300
90001830,11,14.0,74151.0,5500000193.0,10,200300013300
90001830,12,29.0,153598.5,5500000193.0,10,200300013300
90001830,13,21.0,111226.5,5500000193.0,10,200300013300
90001830,14,7.0,37075.5,5500000193.0,10,200300013300
90001830,15,27.0,143005.5,5500000193.0,10,200300013300
90001830,16,24.0,127116.0,5500000193.0,10,200300013300
90001830,17,4.0,21186.0,5500000193.0,10,200300013300
90001830,18,1.0,5296.5,5500000193.0,10,200300013300
90001830,19,27.0,143005.5,5500000193.0,10,200300013300
90001830,20,3.0,15889.5,5500000193.0,10,200300013300
90001830,21,5.0,26482.5,5500000193.0,10,200300013300
90001830,22,20.0,105930.0,5500000193.0,10,200300013300
90001831,10,18.0,109890.2,10000598.0,10,200300013300
90001831,11,28.0,170940.3,10000598.0,10,200300013300
90001832,20,196.0,1162525.0,10000603.0,20,202038003250
90001832,21,28.0,166075.0,10000603.0,20,202038003250
90001833,30,28.0,166075.25,10000605.0,30,202038003250
90001834,1,28.0,148302.0,5500000191.0,10,200300013300
90001834,2,3.0,15889.5,5500000191.0,10,200300013300
90001834,3,27.0,143005.5,5500000191.0,10,200300013300
90001834,4,10.0,52965.0,5500000191.0,10,200300013300
90001834,5,18.0,95337.0,5500000191.0,10,200300013300
90001834,6,27.0,143005.5,5500000191.0,10,200300013300
90001834,7,27.0,143005.5,5500000191.0,10,200300013300
90001834,8,6.0,31779.0,5500000191.0,10,200300013300
90001834,9,14.0,74151.0,5500000191.0,10,200300013300
90001834,10,8.0,42372.0,5500000191.0,10,200300013300
90001834,11,14.0,75274.5,5500000191.0,20,200300013350
90001834,12,14.0,75274.5,5500000191.0,20,200300013350
90001834,13,28.0,150549.0,5500000191.0,20,200300013350
90001834,14,56.0,301098.0,5500000191.0,20,200300013350
90001835,20,28.0,168630.0,10000563.0,20,200300013300
90001835,21,3.0,18067.5,10000563.0,20,200300013300
90001835,22,27.0,162607.5,10000563.0,20,200300013300
90001835,23,10.0,60225.0,10000563.0,20,200300013300
90001835,24,18.0,108405.0,10000563.0,20,200300013300
90001835,25,27.0,162607.5,10000563.0,20,200300013300
90001835,26,27.0,162607.5,10000563.0,20,200300013300
90001835,27,6.0,36135.0,10000563.0,20,200300013300
90001835,28,14.0,84315.0,10000563.0,20,200300013300
90001835,29,8.0,48180.0,10000563.0,20,200300013300
90001835,30,14.0,85592.5,10000563.0,30,200300013350
90001835,31,14.0,85592.5,10000563.0,30,200300013350
90001835,32,28.0,171185.0,10000563.0,30,200300013350
90001835,33,56.0,342369.97,10000563.0,30,200300013350
90001836,10,56.0,342370.17,10000607.0,10,200300013350
90001836,11,56.0,342370.17,10000607.0,10,200300013350
90001836,12,56.0,342370.16,10000607.0,10,200300013350
90001839,1,94.0,490327.5,5500000188.0,10,200300013250
90001839,2,46.0,239947.5,5500000188.0,10,200300013250
90001839,3,41.0,213866.25,5500000188.0,10,200300013250
90001839,4,155.0,808518.75,5500000188.0,10,200300013250
90001840,10,94.0,507129.99,10000623.0,10,200300013250
90001840,11,46.0,248170.0,10000623.0,10,200300013250
90001840,12,41.0,221195.0,10000623.0,10,200300013250
90001840,13,155.0,836224.99,10000623.0,10,200300013250
90001841,1,56.0,292110.0,5500000188.0,10,200300013250
90001841,2,28.0,146055.0,5500000188.0,10,200300013250
90001841,3,86.0,448597.5,5500000188.0,10,200300013250
90001841,4,71.0,370353.75,5500000188.0,10,200300013250
90001841,5,56.0,292110.0,5500000188.0,10,200300013250
90001841,6,13.0,67811.25,5500000188.0,10,200300013250
90001841,7,26.0,135622.5,5500000188.0,10,200300013250
90001842,10,56.0,302120.0,10000623.0,10,200300013250
90001842,11,28.0,151060.0,10000623.0,10,200300013250
90001842,12,86.0,463969.98,10000623.0,10,200300013250
90001842,13,71.0,383045.0,10000623.0,10,200300013250
90001842,14,56.0,302120.0,10000623.0,10,200300013250
90001842,15,13.0,70135.0,10000623.0,10,200300013250
90001842,16,26.0,140270.0,10000623.0,10,200300013250
90001843,1,24.0,127116.0,5500000188.0,20,200300013300
90001843,2,56.0,296604.0,5500000188.0,20,200300013300
90001843,3,112.0,593208.0,5500000188.0,20,200300013300
90001843,4,112.0,593208.0,5500000188.0,20,200300013300
90001844,10,24.0,131472.03,10000624.0,10,200300013300
90001844,11,56.0,306768.07,10000624.0,10,200300013300
90001844,12,112.0,613536.15,10000624.0,10,200300013300
90001844,13,112.0,613536.15,10000624.0,10,200300013300
90001845,1,28.0,148302.0,5500000188.0,20,200300013300
90001845,2,28.0,148302.0,5500000188.0,20,200300013300
90001846,10,28.0,153383.8,10000624.0,10,200300013300
90001846,11,28.0,153383.8,10000624.0,10,200300013300
90001847,1,18.0,93892.5,5500000188.0,10,200300013250
90001847,2,28.0,146055.0,5500000188.0,10,200300013250
90001848,10,18.0,97110.2,10000623.0,10,200300013250
90001848,11,28.0,151060.3,10000623.0,10,200300013250
90001849,10,28.0,168630.06,10000625.0,10,200300013300
90001849,11,28.0,168630.06,10000625.0,10,200300013300
90001849,12,36.0,216810.08,10000625.0,10,200300013300
90001849,13,20.0,120450.05,10000625.0,10,200300013300
90001849,20,28.0,219730.08,10000625.0,20,200100013650
90001849,21,56.0,439460.17,10000625.0,20,200100013650
90001850,1,16.0,86028.0,5500000164.0,20,200300013350
90001850,2,12.0,64521.0,5500000164.0,20,200300013350
90001850,3,45.0,241953.75,5500000164.0,20,200300013350
90001850,4,11.0,59144.25,5500000164.0,20,200300013350
90001850,5,27.0,145172.25,5500000164.0,20,200300013350
90001850,6,1.0,5376.75,5500000164.0,20,200300013350
90001850,7,28.0,150549.0,5500000164.0,20,200300013350
90001850,8,112.0,602196.0,5500000164.0,20,200300013350
90001850,9,48.0,258084.0,5500000164.0,20,200300013350
90001851,1,1.0,5376.75,5500000164.0,20,200300013350
90001851,2,28.0,150549.0,5500000164.0,20,200300013350
90001851,3,22.0,118288.5,5500000164.0,20,200300013350
90001851,4,6.0,32260.5,5500000164.0,20,200300013350
90001851,5,4.0,21507.0,5500000164.0,20,200300013350
90001851,6,24.0,129042.0,5500000164.0,20,200300013350
90001851,7,4.0,21507.0,5500000164.0,20,200300013350
90001851,8,5.0,26883.75,5500000164.0,20,200300013350
90001851,9,3.0,16130.25,5500000164.0,20,200300013350
90001851,10,33.0,177432.75,5500000164.0,20,200300013350
90001851,11,56.0,301098.0,5500000164.0,20,200300013350
90001851,12,1.0,5376.75,5500000164.0,20,200300013350
90001851,13,14.0,75274.5,5500000164.0,20,200300013350
90001851,14,12.0,64521.0,5500000164.0,20,200300013350
90001851,15,11.0,59144.25,5500000164.0,20,200300013350
90001851,16,33.0,177432.75,5500000164.0,20,200300013350
90001851,17,23.0,123665.25,5500000164.0,20,200300013350
90001851,18,168.0,903294.0,5500000164.0,20,200300013350
90001851,19,56.0,301098.0,5500000164.0,20,200300013350
90001852,1,51.0,274214.25,5500000077.0,40,200300013350
90001852,2,5.0,26883.75,5500000077.0,40,200300013350
90001852,3,140.0,752745.0,5500000077.0,40,200300013350
90001852,4,28.0,150549.0,5500000077.0,40,200300013350
90001852,5,56.0,301098.0,5500000077.0,40,200300013350
90001853,1,7.0,37075.5,5500000195.0,10,200300053300
90001853,2,6.0,31779.0,5500000195.0,10,200300053300
90001853,3,9.0,48390.75,5500000195.0,20,200300053350
90001853,4,1.0,5216.25,5500000195.0,30,200300053250
90001853,5,1.0,5376.75,5500000195.0,60,200100453650
90001853,6,1.0,5376.75,5500000195.0,70,200100453600
90001854,1,56.0,296604.0,5500000199.0,10,200300013300
90001854,2,28.0,148302.0,5500000199.0,10,200300013300
90001854,3,28.0,148302.0,5500000199.0,10,200300013300
90001854,4,56.0,296604.0,5500000199.0,10,200300013300
90001854,5,32.0,169488.0,5500000199.0,10,200300013300
90001854,6,1.0,5296.5,5500000199.0,10,200300013300
90001854,7,27.0,143005.5,5500000199.0,10,200300013300
90001854,8,3.0,15889.5,5500000199.0,10,200300013300
90001854,9,17.0,90040.5,5500000199.0,10,200300013300
90001854,10,32.0,169488.0,5500000199.0,10,200300013300
90001854,11,56.0,296604.0,5500000199.0,10,200300013300
90001854,12,28.0,148302.0,5500000199.0,10,200300013300
90001854,13,84.0,444906.0,5500000199.0,10,200300013300
90001854,14,5.0,26482.5,5500000199.0,10,200300013300
90001854,15,41.0,217156.5,5500000199.0,10,200300013300
90001854,16,1.0,5296.5,5500000199.0,10,200300013300
90001854,17,9.0,47668.5,5500000199.0,10,200300013300
90001855,10,56.0,337260.0,10000578.0,10,200300013300
90001855,11,28.0,168630.0,10000578.0,10,200300013300
90001855,12,28.0,168630.0,10000578.0,10,200300013300
90001855,13,56.0,337260.0,10000578.0,10,200300013300
90001855,14,32.0,192720.0,10000578.0,10,200300013300
90001855,15,1.0,6022.5,10000578.0,10,200300013300
90001855,16,27.0,162607.5,10000578.0,10,200300013300
90001855,17,3.0,18067.5,10000578.0,10,200300013300
90001855,18,17.0,102382.5,10000578.0,10,200300013300
90001855,19,32.0,192720.0,10000578.0,10,200300013300
90001855,20,56.0,337260.0,10000578.0,10,200300013300
90001855,21,28.0,168630.0,10000578.0,10,200300013300
90001855,22,84.0,505889.96,10000578.0,10,200300013300
90001855,23,5.0,30112.5,10000578.0,10,200300013300
90001855,24,41.0,246922.5,10000578.0,10,200300013300
90001855,25,1.0,6022.5,10000578.0,10,200300013300
90001855,26,9.0,54202.5,10000578.0,10,200300013300
90001856,10,84.0,513554.89,10000626.0,10,200300013350
90001856,20,28.0,219729.95,10000626.0,20,200100013650
90001856,21,56.0,439459.91,10000626.0,20,200100013650
90001857,10,10.0,61050.0,10000609.0,10,200300013300
90001857,11,2.0,12210.0,10000609.0,10,200300013300
90001857,12,16.0,97680.0,10000609.0,10,200300013300
90001857,13,28.0,170940.0,10000609.0,10,200300013300
90001857,14,28.0,170940.0,10000609.0,10,200300013300
90001857,15,28.0,170940.0,10000609.0,10,200300013300
90001857,16,1.0,6105.0,10000609.0,10,200300013300
90001857,17,2.0,12210.0,10000609.0,10,200300013300
90001857,18,25.0,152625.0,10000609.0,10,200300013300
90001857,19,28.0,170940.0,10000609.0,10,200300013300
90001858,1,16.0,84744.0,5500000164.0,20,200300013350
90001858,2,12.0,63558.0,5500000164.0,20,200300013350
90001858,3,45.0,238342.5,5500000164.0,20,200300013350
90001858,4,11.0,58261.5,5500000164.0,20,200300013350
