Doc. Condition No.,ItemNo,Step Number,Counter,Condition Type,Calculation Type,Amount,Currency,Condition Unit,Value
1000024652,2,15,1,ZA00,A,0.0,,,0.0
1000024653,3,15,1,ZA00,A,0.0,,,0.0
1000024655,2,15,1,ZA00,A,0.0,,,0.0
1000024659,2,15,1,ZA00,A,0.0,,,0.0
1000024663,2,15,1,ZA00,A,0.0,,,0.0
1000024668,2,15,1,ZA00,A,0.0,,,0.0
1000024671,2,15,1,ZA00,A,0.0,,,0.0
1000024676,2,15,1,ZA00,A,0.0,,,0.0
1000024678,43,15,1,ZA00,A,0.0,,,0.0
1000024680,84,15,1,ZA00,A,0.0,,,0.0
1000024682,125,15,1,ZA00,A,0.0,,,0.0
1000024684,166,15,1,ZA00,A,0.0,,,0.0
1000024689,2,15,1,ZA00,A,0.0,,,0.0
1000024691,43,15,1,ZA00,A,0.0,,,0.0
1000024693,84,15,1,ZA00,A,0.0,,,0.0
1000024696,2,15,1,ZA00,A,0.0,,,0.0
1000024698,2,15,1,ZA00,A,0.0,,,0.0
1000024700,2,15,1,ZA00,A,0.0,,,0.0
1000024702,2,15,1,ZA00,A,0.0,,,0.0
1000024704,2,15,1,ZA00,A,0.0,,,0.0
1000024706,2,15,1,ZA00,A,0.0,,,0.0
1000024708,2,15,1,ZA00,A,0.0,,,0.0
1000024710,2,15,1,ZA00,A,0.0,,,0.0
1000024714,2,15,1,ZA00,A,0.0,,,0.0
1000024716,2,15,1,ZA00,A,0.0,,,0.0
1000024720,2,15,1,ZA00,A,0.0,,,0.0
1000024722,2,15,1,ZA00,A,0.0,,,0.0
1000024724,2,15,1,ZA00,A,0.0,,,0.0
1000024726,4,15,1,ZA00,A,0.0,,,0.0
1000024728,2,15,1,ZA00,A,0.0,,,0.0
1000024732,2,15,1,ZA00,A,0.0,,,0.0
1000024736,2,15,1,ZA00,A,0.0,,,0.0
1000024740,2,15,1,ZA00,A,0.0,,,0.0
1000024744,2,15,1,ZA00,A,0.0,,,0.0
1000024748,2,15,1,ZA00,A,0.0,,,0.0
1000024752,2,15,1,ZA00,A,0.0,,,0.0
1000024756,2,15,1,ZA00,A,0.0,,,0.0
1000024760,2,15,1,ZA00,A,0.0,,,0.0
1000024764,2,15,1,ZA00,A,0.0,,,0.0
1000024765,3,15,1,ZA00,A,0.0,,,0.0
1000024767,4,15,1,ZA00,A,0.0,,,0.0
1000024769,2,15,1,ZA00,A,0.0,,,0.0
1000024777,2,15,1,ZA00,A,0.0,,,0.0
1000024782,2,15,1,ZA00,A,0.0,,,0.0
1000024784,2,15,1,ZA00,A,0.0,,,0.0
1000024788,2,15,1,ZA00,A,0.0,,,0.0
1000024794,2,15,1,ZA00,A,0.0,,,0.0
1000024799,2,15,1,ZA00,A,0.0,,,0.0
1000024800,43,15,1,ZA00,A,0.0,,,0.0
1000024804,2,15,1,ZA00,A,0.0,,,0.0
1000024805,3,15,1,ZA00,A,0.0,,,0.0
1000024813,2,15,1,ZA00,A,0.0,,,0.0
1000024826,2,15,1,ZA00,A,0.0,,,0.0
1000024830,2,15,1,ZA00,A,0.0,,,0.0
1000024834,2,15,1,ZA00,A,0.0,,,0.0
1000024838,2,15,1,ZA00,A,0.0,,,0.0
1000024842,2,15,1,ZA00,A,0.0,,,0.0
1000024846,2,15,1,ZA00,A,0.0,,,0.0
1000024850,2,15,1,ZA00,A,0.0,,,0.0
1000024856,2,15,1,ZA00,A,0.0,,,0.0
1000024858,4,15,1,ZA00,A,0.0,,,0.0
1000024860,2,15,1,ZA00,A,0.0,,,0.0
1000024864,2,15,1,ZA00,A,0.0,,,0.0
1000024868,2,15,1,ZA00,A,0.0,,,0.0
1000024874,2,15,1,ZA00,A,0.0,,,0.0
1000024878,2,15,1,ZA00,A,0.0,,,0.0
1000024880,2,15,1,ZA00,A,0.0,,,0.0
1000024889,2,15,1,ZA00,A,0.0,,,0.0
1000024893,2,15,1,ZA00,A,0.0,,,0.0
1000024897,2,15,1,ZA00,A,0.0,,,0.0
1000024901,2,15,1,ZA00,A,0.0,,,0.0
1000024905,2,15,1,ZA00,A,0.0,,,0.0
1000024909,2,15,1,ZA00,A,0.0,,,0.0
1000024913,2,15,1,ZA00,A,0.0,,,0.0
1000024917,2,15,1,ZA00,A,0.0,,,0.0
1000024942,2,15,1,ZA00,A,0.0,,,0.0
1000024950,2,15,1,ZA00,A,0.0,,,0.0
1000024952,2,15,1,ZA00,A,0.0,,,0.0
1000024954,2,15,1,ZA00,A,0.0,,,0.0
1000024957,2,15,1,ZA00,A,0.0,,,0.0
1000024973,2,15,1,ZA00,A,0.0,,,0.0
1000024979,2,15,1,ZA00,A,0.0,,,0.0
1000024981,2,15,1,ZA00,A,0.0,,,0.0
1000025001,2,15,1,ZA00,A,0.0,,,0.0
1000025003,2,15,1,ZA00,A,0.0,,,0.0
1000025005,2,15,1,ZA00,A,0.0,,,0.0
1000025009,2,15,1,ZA00,A,0.0,,,0.0
1000025013,2,15,1,ZA00,A,0.0,,,0.0
1000025017,2,15,1,ZA00,A,0.0,,,0.0
1000025021,2,15,1,ZA00,A,0.0,,,0.0
1000025035,2,15,1,ZA00,A,0.0,,,0.0
1000025043,2,15,1,ZA00,A,0.0,,,0.0
1000025065,2,15,1,ZA00,A,0.0,,,0.0
1000025071,2,15,1,ZA00,A,0.0,,,0.0
1000025074,2,15,1,ZA00,A,0.0,,,0.0
1000025078,2,15,1,ZA00,A,0.0,,,0.0
1000025082,2,15,1,ZA00,A,0.0,,,0.0
1000025084,2,15,1,ZA00,A,0.0,,,0.0
1000025086,2,15,1,ZA00,A,0.0,,,0.0
1000025088,2,15,1,ZA00,A,0.0,,,0.0
1000025092,2,15,1,ZA00,A,0.0,,,0.0
1000025097,2,15,1,ZA00,A,0.0,,,0.0
1000025099,2,15,1,ZA00,A,0.0,,,0.0
1000025103,2,15,1,ZA00,A,0.0,,,0.0
1000025105,2,15,1,ZA00,A,0.0,,,0.0
1000025109,84,15,1,ZA00,A,0.0,,,0.0
1000025116,2,15,1,ZA00,A,0.0,,,0.0
1000025120,2,15,1,ZA00,A,0.0,,,0.0
1000025125,3,15,1,ZA00,A,0.0,,,0.0
1000025127,2,15,1,ZA00,A,0.0,,,0.0
1000025127,3,15,1,ZA00,A,0.0,,,0.0
1000025129,2,15,1,ZA00,A,0.0,,,0.0
1000025131,3,15,1,ZA00,A,0.0,,,0.0
1000025131,4,15,1,ZA00,A,0.0,,,0.0
1000025141,3,15,1,ZA00,A,0.0,,,0.0
1000025146,3,15,1,ZA00,A,0.0,,,0.0
1000025151,3,15,1,ZA00,A,0.0,,,0.0
1000025157,2,15,1,ZA00,A,0.0,,,0.0
1000025162,3,15,1,ZA00,A,0.0,,,0.0
1000025165,2,15,1,ZA00,A,0.0,,,0.0
1000025167,2,15,1,ZA00,A,0.0,,,0.0
1000025172,2,15,1,ZA00,A,0.0,,,0.0
1000025180,2,15,1,ZA00,A,0.0,,,0.0
1000025184,2,15,1,ZA00,A,0.0,,,0.0
1000025188,4,15,1,ZA00,A,0.0,,,0.0
1000025188,5,15,1,ZA00,A,0.0,,,0.0
1000025188,6,15,1,ZA00,A,0.0,,,0.0
1000025192,2,15,1,ZA00,A,0.0,,,0.0
1000025197,2,15,1,ZA00,A,0.0,,,0.0
1000025200,2,15,1,ZA00,A,0.0,,,0.0
1000025202,4,15,1,ZA00,A,0.0,,,0.0
1000025204,6,15,1,ZA00,A,0.0,,,0.0
1000025206,8,15,1,ZA00,A,0.0,,,0.0
1000025208,10,15,1,ZA00,A,0.0,,,0.0
1000025210,12,15,1,ZA00,A,0.0,,,0.0
1000025212,14,15,1,ZA00,A,0.0,,,0.0
1000025214,16,15,1,ZA00,A,0.0,,,0.0
1000025216,18,15,1,ZA00,A,0.0,,,0.0
1000025218,20,15,1,ZA00,A,0.0,,,0.0
1000025220,22,15,1,ZA00,A,0.0,,,0.0
1000025222,24,15,1,ZA00,A,0.0,,,0.0
1000025224,26,15,1,ZA00,A,0.0,,,0.0
1000025226,28,15,1,ZA00,A,0.0,,,0.0
1000025228,30,15,1,ZA00,A,0.0,,,0.0
1000025230,32,15,1,ZA00,A,0.0,,,0.0
1000025233,2,15,1,ZA00,A,0.0,,,0.0
1000025235,4,15,1,ZA00,A,0.0,,,0.0
1000025235,5,15,1,ZA00,A,0.0,,,0.0
1000025235,6,15,1,ZA00,A,0.0,,,0.0
1000025239,3,15,1,ZA00,A,0.0,,,0.0
1000025239,4,15,1,ZA00,A,0.0,,,0.0
1000025243,3,15,1,ZA00,A,0.0,,,0.0
1000025243,4,15,1,ZA00,A,0.0,,,0.0
1000025247,2,15,1,ZA00,A,0.0,,,0.0
1000025251,2,15,1,ZA00,A,0.0,,,0.0
1000025255,2,15,1,ZA00,A,0.0,,,0.0
1000025258,2,15,1,ZA00,A,0.0,,,0.0
1000025262,2,15,1,ZA00,A,0.0,,,0.0
1000025264,2,15,1,ZA00,A,0.0,,,0.0
1000025266,2,15,1,ZA00,A,0.0,,,0.0
1000025268,2,15,1,ZA00,A,0.0,,,0.0
1000025269,43,15,1,ZA00,A,0.0,,,0.0
1000025271,2,15,1,ZA00,A,0.0,,,0.0
1000025273,2,15,1,ZA00,A,0.0,,,0.0
1000025275,2,15,1,ZA00,A,0.0,,,0.0
1000025280,2,15,1,ZA00,A,0.0,,,0.0
1000025282,4,15,1,ZA00,A,0.0,,,0.0
1000025284,6,15,1,ZA00,A,0.0,,,0.0
1000025286,8,15,1,ZA00,A,0.0,,,0.0
1000025288,10,15,1,ZA00,A,0.0,,,0.0
1000025290,12,15,1,ZA00,A,0.0,,,0.0
1000025292,14,15,1,ZA00,A,0.0,,,0.0
1000025294,16,15,1,ZA00,A,0.0,,,0.0
1000025296,18,15,1,ZA00,A,0.0,,,0.0
1000025298,20,15,1,ZA00,A,0.0,,,0.0
1000025301,2,15,1,ZA00,A,0.0,,,0.0
1000025302,2,15,1,ZA00,A,0.0,,,0.0
1000025302,2,15,2,KZ01,A,0.0,,,0.0
1000025302,2,15,3,GPRO,A,0.0,,,0.0
1000025304,2,15,1,ZA00,A,0.0,,,0.0
1000025306,4,15,1,ZA00,A,0.0,,,0.0
1000025308,6,15,1,ZA00,A,0.0,,,0.0
1000025310,8,15,1,ZA00,A,0.0,,,0.0
1000025312,10,15,1,ZA00,A,0.0,,,0.0
1000025314,12,15,1,ZA00,A,0.0,,,0.0
1000025316,14,15,1,ZA00,A,0.0,,,0.0
1000025318,16,15,1,ZA00,A,0.0,,,0.0
1000025320,18,15,1,ZA00,A,0.0,,,0.0
1000025322,20,15,1,ZA00,A,0.0,,,0.0
1000025324,22,15,1,ZA00,A,0.0,,,0.0
1000025326,24,15,1,ZA00,A,0.0,,,0.0
1000025328,26,15,1,ZA00,A,0.0,,,0.0
1000025330,28,15,1,ZA00,A,0.0,,,0.0
1000025332,30,15,1,ZA00,A,0.0,,,0.0
1000025334,32,15,1,ZA00,A,0.0,,,0.0
1000025339,2,15,1,ZA00,A,0.0,,,0.0
1000025342,2,15,1,ZA00,A,0.0,,,0.0
1000025344,2,15,1,ZA00,A,0.0,,,0.0
1000025348,2,15,1,ZA00,A,0.0,,,0.0
1000025350,2,15,1,ZA00,A,0.0,,,0.0
1000025352,2,15,1,ZA00,A,0.0,,,0.0
1000025354,2,15,1,ZA00,A,0.0,,,0.0
1000025356,2,15,1,ZA00,A,0.0,,,0.0
1000025360,2,15,1,ZA00,A,0.0,,,0.0
1000025364,2,15,1,ZA00,A,0.0,,,0.0
1000025368,2,15,1,ZA00,A,0.0,,,0.0
1000025374,2,15,1,ZA00,A,0.0,,,0.0
1000025377,3,15,1,ZA00,A,0.0,,,0.0
1000025377,4,15,1,ZA00,A,0.0,,,0.0
1000025381,2,15,1,ZA00,A,0.0,,,0.0
1000025385,4,15,1,ZA00,A,0.0,,,0.0
1000025385,5,15,1,ZA00,A,0.0,,,0.0
1000025385,6,15,1,ZA00,A,0.0,,,0.0
1000025389,4,15,1,ZA00,A,0.0,,,0.0
1000025389,5,15,1,ZA00,A,0.0,,,0.0
1000025389,6,15,1,ZA00,A,0.0,,,0.0
1000025393,2,15,1,ZA00,A,0.0,,,0.0
1000025397,2,15,1,ZA00,A,0.0,,,0.0
1000025401,2,15,1,ZA00,A,0.0,,,0.0
1000025407,2,15,1,ZA00,A,0.0,,,0.0
1000025411,2,15,1,ZA00,A,0.0,,,0.0
1000025415,3,15,1,ZA00,A,0.0,,,0.0
1000025415,4,15,1,ZA00,A,0.0,,,0.0
1000025421,2,15,1,ZA00,A,0.0,,,0.0
1000025423,2,15,1,ZA00,A,0.0,,,0.0
1000025425,4,15,1,ZA00,A,0.0,,,0.0
1000025427,6,15,1,ZA00,A,0.0,,,0.0
1000025429,8,15,1,ZA00,A,0.0,,,0.0
1000025431,10,15,1,ZA00,A,0.0,,,0.0
1000025433,12,15,1,ZA00,A,0.0,,,0.0
1000025435,14,15,1,ZA00,A,0.0,,,0.0
1000025437,16,15,1,ZA00,A,0.0,,,0.0
1000025439,18,15,1,ZA00,A,0.0,,,0.0
1000025441,20,15,1,ZA00,A,0.0,,,0.0
1000025443,22,15,1,ZA00,A,0.0,,,0.0
1000025445,24,15,1,ZA00,A,0.0,,,0.0
1000025447,26,15,1,ZA00,A,0.0,,,0.0
1000025449,28,15,1,ZA00,A,0.0,,,0.0
1000025451,30,15,1,ZA00,A,0.0,,,0.0
1000025453,32,15,1,ZA00,A,0.0,,,0.0
1000025455,34,15,1,ZA00,A,0.0,,,0.0
1000025457,36,15,1,ZA00,A,0.0,,,0.0
1000025459,38,15,1,ZA00,A,0.0,,,0.0
1000025461,40,15,1,ZA00,A,0.0,,,0.0
1000025463,42,15,1,ZA00,A,0.0,,,0.0
1000025465,44,15,1,ZA00,A,0.0,,,0.0
1000025467,46,15,1,ZA00,A,0.0,,,0.0
1000025469,48,15,1,ZA00,A,0.0,,,0.0
1000025471,50,15,1,ZA00,A,0.0,,,0.0
1000025473,52,15,1,ZA00,A,0.0,,,0.0
1000025475,54,15,1,ZA00,A,0.0,,,0.0
1000025477,56,15,1,ZA00,A,0.0,,,0.0
1000025479,58,15,1,ZA00,A,0.0,,,0.0
1000025481,60,15,1,ZA00,A,0.0,,,0.0
1000025483,62,15,1,ZA00,A,0.0,,,0.0
1000025485,64,15,1,ZA00,A,0.0,,,0.0
1000025487,66,15,1,ZA00,A,0.0,,,0.0
1000025489,68,15,1,ZA00,A,0.0,,,0.0
1000025491,70,15,1,ZA00,A,0.0,,,0.0
1000025493,72,15,1,ZA00,A,0.0,,,0.0
1000025495,74,15,1,ZA00,A,0.0,,,0.0
1000025497,76,15,1,ZA00,A,0.0,,,0.0
1000025499,78,15,1,ZA00,A,0.0,,,0.0
1000025501,80,15,1,ZA00,A,0.0,,,0.0
1000025503,82,15,1,ZA00,A,0.0,,,0.0
1000025509,2,15,1,ZA00,A,0.0,,,0.0
1000025511,4,15,1,ZA00,A,0.0,,,0.0
1000025513,6,15,1,ZA00,A,0.0,,,0.0
1000025515,8,15,1,ZA00,A,0.0,,,0.0
1000025517,10,15,1,ZA00,A,0.0,,,0.0
1000025519,12,15,1,ZA00,A,0.0,,,0.0
1000025521,14,15,1,ZA00,A,0.0,,,0.0
1000025523,16,15,1,ZA00,A,0.0,,,0.0
1000025525,18,15,1,ZA00,A,0.0,,,0.0
1000025527,20,15,1,ZA00,A,0.0,,,0.0
1000025529,22,15,1,ZA00,A,0.0,,,0.0
1000025531,24,15,1,ZA00,A,0.0,,,0.0
1000025533,26,15,1,ZA00,A,0.0,,,0.0
1000025535,28,15,1,ZA00,A,0.0,,,0.0
1000025537,30,15,1,ZA00,A,0.0,,,0.0
1000025539,32,15,1,ZA00,A,0.0,,,0.0
1000025541,34,15,1,ZA00,A,0.0,,,0.0
1000025543,36,15,1,ZA00,A,0.0,,,0.0
1000025545,38,15,1,ZA00,A,0.0,,,0.0
1000025547,40,15,1,ZA00,A,0.0,,,0.0
1000025549,42,15,1,ZA00,A,0.0,,,0.0
1000025551,44,15,1,ZA00,A,0.0,,,0.0
1000025553,46,15,1,ZA00,A,0.0,,,0.0
1000025555,48,15,1,ZA00,A,0.0,,,0.0
1000025557,50,15,1,ZA00,A,0.0,,,0.0
1000025559,52,15,1,ZA00,A,0.0,,,0.0
1000025561,54,15,1,ZA00,A,0.0,,,0.0
1000025563,56,15,1,ZA00,A,0.0,,,0.0
1000025575,43,15,1,ZA00,A,0.0,,,0.0
1000025580,2,15,1,ZA00,A,0.0,,,0.0
1000025582,2,15,1,ZA00,A,0.0,,,0.0
1000025584,2,15,1,ZA00,A,0.0,,,0.0
1000025586,2,15,1,ZA00,A,0.0,,,0.0
1000025588,2,15,1,ZA00,A,0.0,,,0.0
1000025591,2,15,1,ZA00,A,0.0,,,0.0
1000025597,2,15,1,ZA00,A,0.0,,,0.0
1000025603,2,15,1,ZA00,A,0.0,,,0.0
1000025607,2,15,1,ZA00,A,0.0,,,0.0
1000025608,2,15,1,ZA00,A,0.0,,,0.0
1000025610,2,15,1,ZA00,A,0.0,,,0.0
1000025612,18,15,1,ZA00,A,0.0,,,0.0
1000025615,2,15,1,ZA00,A,0.0,,,0.0
1000025619,2,15,1,ZA00,A,0.0,,,0.0
1000025622,2,15,1,ZA00,A,0.0,,,0.0
1000025624,2,15,1,ZA00,A,0.0,,,0.0
1000025626,2,15,1,ZA00,A,0.0,,,0.0
1000025627,2,15,1,ZA00,A,0.0,,,0.0
1000025629,4,15,1,ZA00,A,0.0,,,0.0
1000025632,6,15,1,ZA00,A,0.0,,,0.0
1000025633,8,15,1,ZA00,A,0.0,,,0.0
1000025635,2,15,1,ZA00,A,0.0,,,0.0
1000025636,10,15,1,ZA00,A,0.0,,,0.0
1000025637,12,15,1,ZA00,A,0.0,,,0.0
1000025638,14,15,1,ZA00,A,0.0,,,0.0
1000025639,16,15,1,ZA00,A,0.0,,,0.0
1000025641,2,15,1,ZA00,A,0.0,,,0.0
1000025645,2,15,1,ZA00,A,0.0,,,0.0
1000025647,2,15,1,ZA00,A,0.0,,,0.0
1000025649,2,15,1,ZA00,A,0.0,,,0.0
1000025650,42,15,1,ZA00,A,0.0,,,0.0
1000025651,43,15,1,ZA00,A,0.0,,,0.0
1000025652,44,15,1,ZA00,A,0.0,,,0.0
1000025653,45,15,1,ZA00,A,0.0,,,0.0
1000025654,46,15,1,ZA00,A,0.0,,,0.0
1000025656,2,15,1,ZA00,A,0.0,,,0.0
1000025658,2,15,1,ZA00,A,0.0,,,0.0
1000025665,2,15,1,ZA00,A,0.0,,,0.0
1000025669,43,15,1,ZA00,A,0.0,,,0.0
1000025670,44,15,1,ZA00,A,0.0,,,0.0
1000025671,45,15,1,ZA00,A,0.0,,,0.0
1000025672,46,15,1,ZA00,A,0.0,,,0.0
1000025673,47,15,1,ZA00,A,0.0,,,0.0
1000025674,48,15,1,ZA00,A,0.0,,,0.0
1000025675,49,15,1,ZA00,A,0.0,,,0.0
1000025676,50,15,1,ZA00,A,0.0,,,0.0
1000025677,51,15,1,ZA00,A,0.0,,,0.0
1000025678,52,15,1,ZA00,A,0.0,,,0.0
1000025682,212,15,1,ZA00,A,0.0,,,0.0
1000025684,2,15,1,ZA00,A,0.0,,,0.0
1000025686,2,15,1,ZA00,A,0.0,,,0.0
1000025690,2,15,1,ZA00,A,0.0,,,0.0
1000025693,2,15,1,ZA00,A,0.0,,,0.0
1000025694,3,15,1,ZA00,A,0.0,,,0.0
1000025696,2,15,1,ZA00,A,0.0,,,0.0
1000025700,2,15,1,ZA00,A,0.0,,,0.0
1000025706,2,15,1,ZA00,A,0.0,,,0.0
1000025711,3,15,1,ZA00,A,0.0,,,0.0
1000025711,4,15,1,ZA00,A,0.0,,,0.0
1000025715,2,15,1,ZA00,A,0.0,,,0.0
1000025717,43,15,1,ZA00,A,0.0,,,0.0
1000025719,84,15,1,ZA00,A,0.0,,,0.0
1000025721,125,15,1,ZA00,A,0.0,,,0.0
1000025723,166,15,1,ZA00,A,0.0,,,0.0
1000025725,207,15,1,ZA00,A,0.0,,,0.0
1000025727,2,15,1,ZA00,A,0.0,,,0.0
1000025731,2,15,1,ZA00,A,0.0,,,0.0
1000025735,2,15,1,ZA00,A,0.0,,,0.0
1000025741,2,15,1,ZA00,A,0.0,,,0.0
1000025742,3,15,1,ZA00,A,0.0,,,0.0
1000025748,2,15,1,ZA00,A,0.0,,,0.0
1000025752,2,15,1,ZA00,A,0.0,,,0.0
1000025754,43,15,1,ZA00,A,0.0,,,0.0
1000025756,84,15,1,ZA00,A,0.0,,,0.0
1000025759,2,15,1,ZA00,A,0.0,,,0.0
1000025761,43,15,1,ZA00,A,0.0,,,0.0
1000025763,84,15,1,ZA00,A,0.0,,,0.0
1000025765,2,15,1,ZA00,A,0.0,,,0.0
1000025769,2,15,1,ZA00,A,0.0,,,0.0
1000025781,2,15,1,ZA00,A,0.0,,,0.0
1000025787,2,15,1,ZA00,A,0.0,,,0.0
1000025790,38,15,1,ZA00,A,0.0,,,0.0
1000025792,2,15,1,ZA00,A,0.0,,,0.0
1000025796,2,15,1,ZA00,A,0.0,,,0.0
1000025801,48,15,1,ZA00,A,0.0,,,0.0
1000025803,38,15,1,ZA00,A,0.0,,,0.0
1000025804,78,15,1,ZA00,A,0.0,,,0.0
1000025806,2,15,1,ZA00,A,0.0,,,0.0
1000025809,40,15,1,ZA00,A,0.0,,,0.0
1000025810,42,15,1,ZA00,A,0.0,,,0.0
1000025812,2,15,1,ZA00,A,0.0,,,0.0
1000025815,46,15,1,ZA00,A,0.0,,,0.0
1000025816,40,15,1,ZA00,A,0.0,,,0.0
1000025817,42,15,1,ZA00,A,0.0,,,0.0
1000025818,46,15,1,ZA00,A,0.0,,,0.0
1000025821,2,15,1,ZA00,A,0.0,,,0.0
1000025822,3,15,1,ZA00,A,0.0,,,0.0
1000025824,2,15,1,ZA00,A,0.0,,,0.0
1000025830,38,15,1,ZA00,A,0.0,,,0.0
1000025831,48,15,1,ZA00,A,0.0,,,0.0
1000025832,49,15,1,ZA00,A,0.0,,,0.0
1000025834,2,15,1,ZA00,A,0.0,,,0.0
1000025835,50,15,1,ZA00,A,0.0,,,0.0
1000025836,54,15,1,ZA00,A,0.0,,,0.0
1000025838,50,15,1,ZA00,A,0.0,,,0.0
1000025839,54,15,1,ZA00,A,0.0,,,0.0
1000025847,6,15,1,ZA00,A,0.0,,,0.0
1000025847,7,15,1,ZA00,A,0.0,,,0.0
1000025847,8,15,1,ZA00,A,0.0,,,0.0
1000025847,9,15,1,ZA00,A,0.0,,,0.0
1000025847,10,15,1,ZA00,A,0.0,,,0.0
1000025851,3,15,1,ZA00,A,0.0,,,0.0
1000025851,4,15,1,ZA00,A,0.0,,,0.0
1000025855,3,15,1,ZA00,A,0.0,,,0.0
1000025855,4,15,1,ZA00,A,0.0,,,0.0
1000025861,2,15,1,ZA00,A,0.0,,,0.0
1000025862,2,15,1,ZA00,A,0.0,,,0.0
1000025863,2,15,1,ZA00,A,0.0,,,0.0
1000025864,2,15,1,ZA00,A,0.0,,,0.0
1000025865,2,15,1,ZA00,A,0.0,,,0.0
1000025866,2,15,1,ZA00,A,0.0,,,0.0
1000025868,2,15,1,ZA00,A,0.0,,,0.0
1000025869,3,15,1,ZA00,A,0.0,,,0.0
1000025870,4,15,1,ZA00,A,0.0,,,0.0
1000025871,2,15,1,ZA00,A,0.0,,,0.0
1000025873,2,15,1,ZA00,A,0.0,,,0.0
1000025877,2,15,1,ZA00,A,0.0,,,0.0
1000025878,3,15,1,ZA00,A,0.0,,,0.0
1000025879,4,15,1,ZA00,A,0.0,,,0.0
1000025880,2,15,1,ZA00,A,0.0,,,0.0
1000025882,2,15,1,ZA00,A,0.0,,,0.0
1000025884,2,15,1,ZA00,A,0.0,,,0.0
1000025886,2,15,1,ZA00,A,0.0,,,0.0
1000025888,2,15,1,ZA00,A,0.0,,,0.0
1000025892,45,15,1,ZA00,A,0.0,,,0.0
1000025894,2,15,1,ZA00,A,0.0,,,0.0
1000025896,2,15,1,ZA00,A,0.0,,,0.0
1000025898,2,15,1,ZA00,A,0.0,,,0.0
1000025902,11,15,1,ZA00,A,0.0,,,0.0
1000025902,12,15,1,ZA00,A,0.0,,,0.0
1000025902,13,15,1,ZA00,A,0.0,,,0.0
1000025902,14,15,1,ZA00,A,0.0,,,0.0
1000025902,15,15,1,ZA00,A,0.0,,,0.0
1000025902,16,15,1,ZA00,A,0.0,,,0.0
1000025902,17,15,1,ZA00,A,0.0,,,0.0
1000025902,18,15,1,ZA00,A,0.0,,,0.0
1000025902,19,15,1,ZA00,A,0.0,,,0.0
1000025902,20,15,1,ZA00,A,0.0,,,0.0
1000025924,4,15,1,ZA00,A,0.0,,,0.0
1000025926,2,15,1,ZA00,A,0.0,,,0.0
1000025932,2,15,1,ZA00,A,0.0,,,0.0
1000025937,2,15,1,ZA00,A,0.0,,,0.0
1000025943,2,15,1,ZA00,A,0.0,,,0.0
1000025945,4,15,1,ZA00,A,0.0,,,0.0
1000025947,6,15,1,ZA00,A,0.0,,,0.0
1000025949,2,15,1,ZA00,A,0.0,,,0.0
1000025959,2,15,1,ZA00,A,0.0,,,0.0
1000025961,2,15,1,ZA00,A,0.0,,,0.0
1000025963,2,15,1,ZA00,A,0.0,,,0.0
1000025965,2,15,1,ZA00,A,0.0,,,0.0
1000025967,4,15,1,ZA00,A,0.0,,,0.0
1000025969,2,15,1,ZA00,A,0.0,,,0.0
1000025971,4,15,1,ZA00,A,0.0,,,0.0
1000025973,6,15,1,ZA00,A,0.0,,,0.0
1000025975,8,15,1,ZA00,A,0.0,,,0.0
1000025977,10,15,1,ZA00,A,0.0,,,0.0
1000025980,2,15,1,ZA00,A,0.0,,,0.0
1000025992,3,15,1,ZA00,A,0.0,,,0.0
1000025997,3,15,1,ZA00,A,0.0,,,0.0
1000026001,2,15,1,ZA00,A,0.0,,,0.0
1000026003,2,15,1,ZA00,A,0.0,,,0.0
1000026004,43,15,1,ZA00,A,0.0,,,0.0
1000026008,2,15,1,ZA00,A,0.0,,,0.0
1000026010,2,15,1,ZA00,A,0.0,,,0.0
1000026012,2,15,1,ZA00,A,0.0,,,0.0
1000026016,2,15,1,ZA00,A,0.0,,,0.0
1000026019,43,15,1,ZA00,A,0.0,,,0.0
1000026021,2,15,1,ZA00,A,0.0,,,0.0
1000026022,43,15,1,ZA00,A,0.0,,,0.0
1000026030,2,15,1,ZA00,A,0.0,,,0.0
1000026032,2,15,1,ZA00,A,0.0,,,0.0
1000026034,2,15,1,ZA00,A,0.0,,,0.0
1000026036,2,15,1,ZA00,A,0.0,,,0.0
1000026038,43,15,1,ZA00,A,0.0,,,0.0
1000026040,2,15,1,ZA00,A,0.0,,,0.0
1000026045,2,15,1,ZA00,A,0.0,,,0.0
1000026049,2,15,1,ZA00,A,0.0,,,0.0
1000026051,2,15,1,ZA00,A,0.0,,,0.0
1000026055,2,15,1,ZA00,A,0.0,,,0.0
1000026061,43,15,1,ZA00,A,0.0,,,0.0
1000026063,2,15,1,ZA00,A,0.0,,,0.0
1000026065,43,15,1,ZA00,A,0.0,,,0.0
1000026067,47,15,1,ZA00,A,0.0,,,0.0
1000026069,49,15,1,ZA00,A,0.0,,,0.0
1000026075,2,15,1,ZA00,A,0.0,,,0.0
1000026076,3,15,1,ZA00,A,0.0,,,0.0
1000026077,4,15,1,ZA00,A,0.0,,,0.0
1000026078,5,15,1,ZA00,A,0.0,,,0.0
1000026079,6,15,1,ZA00,A,0.0,,,0.0
1000026080,7,15,1,ZA00,A,0.0,,,0.0
1000026081,8,15,1,ZA00,A,0.0,,,0.0
1000026082,9,15,1,ZA00,A,0.0,,,0.0
1000026083,10,15,1,ZA00,A,0.0,,,0.0
1000026084,11,15,1,ZA00,A,0.0,,,0.0
