Sales document,Created on,Sales Document Type,Sales Organization,Distribution Channel,Division,Sold-to Party
10000981.0,2020-03-18,ZVL1,IN10,SD,CD,1000018
10000983.0,2020-03-19,ZVL1,IN10,SD,CD,1000018
10000984.0,2020-03-19,ZVL1,IN10,SD,CD,1000018
10000985.0,2020-03-23,ZVL1,IN10,SD,CD,1004312
10000986.0,2020-04-03,ZASL,IN01,DI,CD,1000018
10000987.0,2020-04-03,ZASL,IN01,DI,CD,1000018
10000988.0,2020-04-03,ZASL,IN01,DI,CD,1000018
10000989.0,2020-04-16,ZSO3,IN02,SD,CD,1004145
10000990.0,2020-04-16,ZSO5,IN02,SD,CD,1004145
10000992.0,2020-04-18,ZTY3,IN01,DI,CD,1000037
10000993.0,2020-04-20,ZTY3,IN01,DI,CD,1000151
10000994.0,2020-04-22,ZTY3,IN01,DI,CD,1000151
10000995.0,2020-04-29,ZSO3,IN02,SD,CD,1004145
10000997.0,2020-05-05,ZTY3,IN01,DI,CD,1000151
10000998.0,2020-05-07,ZOR1,IN01,EX,CD,1003797
10000999.0,2020-05-11,ZEX2,IN01,EX,CD,1003801
10001000.0,2020-05-27,ZDE3,DE01,DI,CD,1004263
10001002.0,2020-06-17,ZTY3,IN01,DI,CD,1000046
10001004.0,2020-06-18,ZTY3,IN01,DI,CD,1000003
10001005.0,2020-06-18,ZTY3,IN01,DI,CD,1000003
10001006.0,2020-06-18,ZTY3,IN01,DI,CD,1004339
10001007.0,2020-06-18,ZTY3,IN01,DI,CD,1004339
10001008.0,2020-06-19,ZTY3,IN01,DI,CD,1000037
10001009.0,2020-06-20,ZTY3,IN01,DI,CD,1000037
10001011.0,2020-06-22,ZTY3,IN01,DI,CD,1000048
10001013.0,2020-06-22,ZTY3,IN01,DI,CD,1000048
10001014.0,2020-06-24,ZTY3,IN01,DI,CD,1000048
10001015.0,2020-06-24,ZTY3,IN01,DI,CD,1000048
10001016.0,2020-06-24,ZTY3,IN01,DI,CD,1000048
10001017.0,2020-06-24,ZTY3,IN01,DI,CD,1000048
10001018.0,2020-06-24,ZTY3,IN01,DI,CD,1000048
10001019.0,2020-06-30,ZSOR,DE01,DI,CD,1004263
10001020.0,2020-06-30,ZSOR,DE01,DI,CD,1004263
10001021.0,2020-07-02,ZRP1,IN01,EX,CD,1003924
10001022.0,2020-07-20,ZSO3,IN02,SD,CD,1000216
10001023.0,2020-07-20,ZSO3,IN02,SD,CD,1000216
10001024.0,2020-07-21,ZSO5,IN02,SD,CD,1000216
10001025.0,2020-07-21,ZSR1,IN01,EX,CD,1003797
10001026.0,2020-07-21,ZSO3,IN02,SD,CD,1000216
10001027.0,2020-07-21,ZSO5,IN02,SD,CD,1000216
10001028.0,2020-07-21,ZSO3,IN02,SD,CD,1000216
10001029.0,2020-07-21,ZSO5,IN02,SD,CD,1000216
10001030.0,2020-07-22,ZUS2,US01,DI,CD,1003972
10001031.0,2020-07-22,ZSR1,IN01,EX,CD,1003564
10001032.0,2020-07-22,ZSR1,IN01,EX,CD,1003797
10001033.0,2020-07-23,ZDE2,DE01,DI,CD,1004263
10001034.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001035.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001036.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001037.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001038.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001039.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001040.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001041.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001042.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001043.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001044.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001045.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001046.0,2020-07-23,ZSO3,IN02,SD,CD,1000216
10001047.0,2020-07-23,ZSO5,IN02,SD,CD,1000216
10001048.0,2020-07-25,ZSCR,IN02,SD,CD,1000004
10001049.0,2020-07-29,ZSCR,IN03,SD,CD,1000001
10001050.0,2020-08-01,ZTY3,IN01,DI,CD,1000046
10001051.0,2020-08-01,ZSO3,IN02,SD,CD,1000216
10001052.0,2020-08-01,ZSO5,IN02,SD,CD,1000216
10001053.0,2020-08-03,ZTY1,IN01,DI,CD,1000001
10001054.0,2020-08-04,ZSO3,IN02,SD,CD,1000216
10001056.0,2020-08-05,ZSER,US01,SD,CD,1004048
10001057.0,2020-08-13,ZSER,US01,SD,CD,1004048
10001058.0,2020-08-14,ZTY1,IN01,DI,CD,1000179
10001059.0,2020-08-14,ZTY1,IN01,DT,CD,1000022
10001060.0,2020-08-17,ZSG1,SG01,SD,CD,1004347
10001061.0,2020-08-21,ZTY1,IN01,DT,CD,1000036
10001062.0,2020-08-26,ZSO3,IN02,SD,CD,1004145
10001063.0,2020-08-26,ZSO5,IN02,SD,CD,1004145
10001064.0,2020-08-26,ZSO3,IN02,SD,CD,1004145
10001065.0,2020-08-26,ZSO5,IN02,SD,CD,1004145
10001066.0,2020-08-28,ZSM1,IN01,EX,CD,1000329
10001067.0,2020-09-15,ZSO3,IN02,SD,CD,1000216
10001068.0,2020-09-15,ZSO3,IN02,SD,CD,1000216
10001069.0,2020-09-16,ZTY1,IN01,DT,CD,1000052
10001070.0,2020-09-21,ZUS1,US01,DI,CD,1004048
10001072.0,2020-09-24,ZTY1,IN01,DI,CD,1000050
10001073.0,2020-09-25,ZTY1,IN01,DI,CD,1000050
10001074.0,2020-09-25,ZTY1,IN01,DI,CD,1000050
10001075.0,2020-09-26,ZTY1,IN01,DI,CD,1000147
10001076.0,2020-09-26,ZTY1,IN01,DI,CD,1000016
10001077.0,2020-11-23,ZTY1,IN01,DT,CD,1000036
10001078.0,2020-11-23,ZTY1,IN01,DT,CD,1000036
10001079.0,2020-11-25,ZTY1,IN01,DT,CD,1000022
10001080.0,2020-11-25,ZSO3,IN02,SD,CD,1000216
10001081.0,2020-11-25,ZSO5,IN02,SD,CD,1000216
10001082.0,2020-11-26,ZSO3,IN02,SD,CD,1000216
10001083.0,2020-11-26,ZSO5,IN02,SD,CD,1000216
10001084.0,2020-11-27,ZTY1,IN01,DT,CD,1000022
10001085.0,2020-11-30,ZTY1,IN01,DT,CD,1000052
10001086.0,2020-12-02,ZSO3,IN02,SD,CD,1000216
10001087.0,2020-12-02,ZSO5,IN02,SD,CD,1000216
10001088.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001089.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001090.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001091.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001092.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001093.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001094.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001095.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001096.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001097.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001098.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001099.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001100.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001101.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001102.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001103.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001104.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001105.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001106.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001108.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001109.0,2020-12-02,ZTY1,IN01,DT,CD,1000052
10001110.0,2020-12-03,ZTY1,IN01,DI,CD,1000052
10001111.0,2020-12-03,ZTY1,IN01,DT,CD,1004179
10001112.0,2020-12-04,ZTPS,IN02,DI,CD,1000052
10001113.0,2020-12-05,ZTY1,IN01,DT,CD,1000052
10001114.0,2020-12-05,ZTY1,IN01,DT,CD,1000052
10001115.0,2020-12-05,ZTY1,IN01,DI,CD,1000052
10001116.0,2020-12-06,ZSO3,IN02,SD,CD,1000216
10001117.0,2020-12-08,ZTY1,IN01,DT,CD,1000052
10001118.0,2020-12-09,ZTY1,IN01,DT,CD,1000052
10001119.0,2020-12-09,ZTY1,IN01,DI,CD,1000052
10001120.0,2020-12-11,ZOR,IN01,DI,CD,1000052
10001121.0,2020-12-11,ZTY1,IN01,DT,CD,1000052
10001122.0,2020-12-11,ZSO4,IN02,SD,CD,1004145
10001123.0,2020-12-11,ZTY1,IN01,DT,CD,1000052
10001124.0,2020-12-11,ZSO5,IN02,SD,CD,1004145
10001125.0,2020-12-14,ZSCR,IN02,SD,CD,1004145
10001126.0,2020-12-14,ZSO3,IN02,SD,CD,1004145
10001127.0,2020-12-14,ZSO4,IN02,SD,CD,1004145
10001128.0,2020-12-14,ZSO5,IN02,SD,CD,1004145
10001129.0,2020-12-14,ZSO4,IN02,SD,CD,1004145
10001130.0,2020-12-14,ZSO5,IN02,SD,CD,1004145
10001131.0,2020-12-14,ZSO5,IN02,SD,CD,1004145
10001132.0,2020-12-15,ZSCR,IN01,DI,CD,1000052
10001133.0,2020-12-15,ZSO3,IN03,SD,CD,1000316
10001134.0,2020-12-15,ZSO5,IN03,SD,CD,1000316
10001135.0,2020-12-16,ZSO4,IN02,SD,CD,1004145
10001136.0,2020-12-16,ZSO5,IN02,SD,CD,1004145
10001137.0,2020-12-16,ZSO3,IN02,SD,CD,1004145
10001138.0,2020-12-16,ZSO5,IN02,SD,CD,1004145
10001139.0,2020-12-16,ZSER,US01,SD,CD,1003972
10001140.0,2020-12-19,ZTY1,IN01,DI,CD,1000038
10001141.0,2020-12-21,ZTPS,IN02,DI,CD,1004145
10001142.0,2020-12-21,ZSO1,IN02,SD,CD,1004145
10001143.0,2020-12-21,ZSO2,IN02,SD,CD,1004145
10001144.0,2020-12-21,ZSM1,IN01,DI,CD,1000052
10001145.0,2020-12-30,ZTY3,IN01,DI,CD,1000155
10001146.0,2020-12-30,ZTY1,IN01,DT,CD,1000052
10001147.0,2020-12-30,ZTY1,IN01,DT,CD,1000052
10001148.0,2020-12-30,ZTY1,IN01,DT,CD,1000052
10001150.0,2020-12-30,ZTY1,IN01,DT,CD,1000052
10001151.0,2020-12-30,ZTY3,IN01,DI,CD,1000155
10001152.0,2021-01-01,ZTY3,IN01,DI,CD,1000155
10001153.0,2021-01-01,ZTY3,IN01,DI,CD,1000155
10001155.0,2021-01-01,ZTY3,IN01,DI,CD,1000155
10001156.0,2021-01-01,ZTY3,IN01,DI,CD,1000155
10001157.0,2021-01-04,ZTY1,IN01,DT,CD,1000052
10001158.0,2021-01-05,ZTY1,IN01,DT,CD,1000052
10001159.0,2021-01-06,ZTY1,IN01,DI,CD,1000006
10001160.0,2021-01-06,ZTY1,IN01,DI,CD,1000006
10001162.0,2021-01-08,ZTY3,IN01,DI,CD,1000155
10001163.0,2021-01-12,ZTY1,IN01,DI,CD,1000052
10001164.0,2021-01-16,ZTY1,IN01,DI,CD,1000052
10001165.0,2021-01-18,ZTY1,IN01,DI,CD,1000052
10001166.0,2021-01-20,ZSO3,IN02,SD,CD,1000216
10001167.0,2021-01-20,ZSO3,IN02,SD,CD,1000216
10001168.0,2021-01-22,ZTY1,IN01,DI,CD,1000052
10001169.0,2021-01-22,ZTY1,IN01,DI,CD,1000052
10001170.0,2021-01-22,ZTY1,IN01,DI,CD,1000052
10001171.0,2021-01-22,ZTY1,IN01,DI,CD,1000052
10001172.0,2021-01-25,ZSO3,IN02,SD,CD,1004145
10001173.0,2021-01-25,ZSO5,IN02,SD,CD,1004145
10001174.0,2021-01-29,ZOR,IN01,DI,CD,1000052
10001175.0,2021-02-03,ZRP1,IN01,DI,CD,1000128
10001176.0,2021-02-03,ZOR,IN01,DI,CD,1000052
10001177.0,2021-02-10,ZOR3,US01,DI,CD,1003972
10001178.0,2021-02-15,ZTY1,IN01,DI,CD,1000052
10001179.0,2021-02-15,ZSM1,IN01,EX,CD,1003564
10001181.0,2021-02-15,ZTY1,IN01,DI,CD,1000052
10001182.0,2021-02-15,ZSO4,IN02,SD,CD,1004145
10001183.0,2021-02-15,ZSO5,IN02,SD,CD,1004145
10001184.0,2021-02-15,ZSO4,IN02,SD,CD,1004145
10001185.0,2021-02-15,ZSO5,IN02,SD,CD,1004145
10001186.0,2021-02-15,ZSO4,IN02,SD,CD,1004145
10001187.0,2021-02-15,ZSO5,IN02,SD,CD,1004145
10001188.0,2021-02-15,ZSO3,IN02,SD,CD,1004145
10001189.0,2021-02-15,ZSO5,IN02,SD,CD,1004145
10001190.0,2021-02-17,ZSO3,IN02,SD,CD,1004548
10001191.0,2021-02-18,ZSO3,IN02,SD,CD,1004549
10001192.0,2021-02-18,ZSO3,IN02,SD,CD,1004550
10001193.0,2021-02-19,ZTY1,IN01,DI,CD,1000052
10001194.0,2021-02-19,ZSO5,IN02,SD,CD,1000216
10001195.0,2021-02-19,ZSO3,IN02,SD,CD,1004145
10001196.0,2021-02-19,ZSO3,IN03,SD,CD,1000239
10001197.0,2021-02-19,ZSO5,IN03,SD,CD,1000239
10001198.0,2021-02-22,ZSO4,IN02,SD,CD,1004145
10001199.0,2021-02-22,ZSO5,IN02,SD,CD,1004145
10001200.0,2021-02-22,ZSO2,IN02,SD,CD,1004145
10001201.0,2021-02-22,ZSO1,IN03,SD,CD,1000250
10001202.0,2021-02-22,ZSO1,IN02,SD,CD,1004145
10001203.0,2021-02-23,ZTY1,IN01,DI,CD,1000052
10001204.0,2021-02-23,ZTY1,IN01,DI,CD,1000052
10001205.0,2021-02-25,ZTY3,IN01,DI,CD,1000052
10001206.0,2021-02-25,ZTY1,IN01,DI,CD,1000052
10001207.0,2021-03-01,ZTY4,IN11,DT,CD,1000126
10001208.0,2021-03-01,ZTY4,IN11,DT,CD,1000126
10001209.0,2021-03-03,ZTY1,IN01,DI,CD,1000052
10001210.0,2021-03-03,ZTY1,IN01,DI,CD,1000052
10001211.0,2021-03-03,ZTY1,IN01,DI,CD,1000052
10001212.0,2021-03-06,ZSO2,IN02,SD,CD,1004145
10001213.0,2021-03-08,ZSCR,IN01,DI,CD,1000052
10001214.0,2021-03-08,ZTY1,IN01,DI,CD,1004546
10001215.0,2021-03-09,ZSO1,IN02,SD,CD,1004145
10001216.0,2021-03-09,ZTY3,IN01,DI,CD,1000052
10001217.0,2021-03-09,ZTY3,IN01,DI,CD,1000052
10001218.0,2021-03-09,ZSCR,IN02,SD,CD,1004145
10001219.0,2021-03-09,ZSO5,IN02,SD,CD,1004145
10001220.0,2021-03-09,ZSO4,IN02,SD,CD,1004145
10001221.0,2021-03-09,ZSO5,IN02,SD,CD,1004145
10001222.0,2021-03-10,ZTY3,IN01,DI,CD,1004546
10001225.0,2021-03-11,ZTY3,IN01,DI,CD,1004546
10001227.0,2021-03-11,ZTY2,IN01,DI,CD,1004546
10001228.0,2021-03-12,ZRP1,IN01,DI,CD,1004546
10001229.0,2021-03-13,ZTY2,IN01,DI,CD,1007167
10001230.0,2021-03-16,ZSO1,IN02,SD,CD,1004145
10001232.0,2021-03-17,ZTY1,IN01,DT,CD,1007170
10001233.0,2021-03-18,ZTY3,IN01,DI,CD,1007169
10001234.0,2021-03-23,ZRP1,IN01,DI,CD,1000052
10001235.0,2021-03-31,ZVPU,IN07,DI,CD,1000236
10001236.0,2021-04-05,ZOR1,IN01,EX,CD,1007177
10001237.0,2021-04-12,ZTY1,IN01,DI,CD,1000031
10001238.0,2021-04-12,ZTY1,IN01,DI,CD,1000031
10001239.0,2021-04-12,ZTY1,IN01,DI,CD,1000052
10001240.0,2021-04-12,ZTY1,IN01,DI,CD,1000052
10001242.0,2021-04-12,ZTY1,IN01,DI,CD,1000006
10001243.0,2021-04-21,ZOR2,IN02,DI,CD,1000052
10001244.0,2021-04-28,ZTY3,IN01,DI,CD,1000052
10001245.0,2021-04-29,ZTY1,IN01,DI,CD,1000052
10001246.0,2021-05-08,ZET1,IN01,DI,CD,1000052
10001248.0,2021-05-11,ZSO2,IN02,SD,CD,1004145
10001249.0,2021-05-11,ZSO4,IN02,SD,CD,1004145
10001250.0,2021-05-11,ZSO5,IN02,SD,CD,1004145
10001251.0,2021-05-14,ZTY1,IN01,DI,CD,1000052
10001252.0,2021-05-14,ZTY2,IN01,DI,CD,1000000
10001253.0,2021-05-14,ZTPS,IN01,DI,CD,1000052
10001254.0,2021-05-14,ZSO4,IN02,SD,CD,1004145
10001255.0,2021-05-14,ZSO5,IN02,SD,CD,1004145
10001256.0,2021-05-18,ZTY3,IN01,DI,CD,1000052
10001257.0,2021-06-07,ZSO4,IN02,SD,CD,1004145
10001258.0,2021-06-07,ZSO5,IN02,SD,CD,1004145
10001259.0,2021-06-07,ZSO1,IN02,SD,CD,1004145
10001260.0,2021-06-07,ZSO2,IN02,SD,CD,1004145
10001261.0,2021-06-07,ZTY1,IN01,DT,CD,1000167
10001262.0,2021-06-07,ZTY1,IN01,DI,CD,1000006
10001263.0,2021-06-07,ZET1,IN01,DT,CD,1000052
10001265.0,2021-06-07,ZSO1,IN02,SD,CD,1004145
10001266.0,2021-06-07,ZSO1,IN02,SD,CD,1004145
10001267.0,2021-07-06,ZTY1,IN01,DI,CD,1000138
10001268.0,2021-07-15,ZTY3,IN01,DI,CD,1000052
10001269.0,2021-08-07,ZTY1,IN01,DI,CD,1000052
10001270.0,2021-08-10,ZSO1,IN03,SD,CD,1000271
10001271.0,2021-08-31,ZSO1,IN03,SD,CD,1000271
10001272.0,2021-09-10,ZRP1,IN01,DI,CD,1000203
10001273.0,2021-09-13,ZRP1,IN01,DI,CD,1000052
10001274.0,2021-09-15,ZUS3,US01,DI,CD,1003972
10001275.0,2021-10-05,ZSO3,IN02,SD,CD,1004145
10001276.0,2021-10-05,ZSO4,IN02,SD,CD,1004145
10001277.0,2021-10-06,ZSO2,IN02,SD,CD,1004145
10001278.0,2021-10-07,ZSO4,IN03,SD,CD,1000127
10001279.0,2021-10-07,ZSO4,IN02,SD,CD,1004145
10001280.0,2021-10-08,ZSO5,IN03,SD,CD,1000127
10001281.0,2021-10-08,ZSO4,IN02,SD,CD,1004145
10001282.0,2021-10-08,ZSO5,IN02,SD,CD,1004145
10001283.0,2021-10-08,ZSO1,IN02,SD,CD,1004145
10001284.0,2021-10-08,ZSO1,IN02,SD,CD,1004145
10001285.0,2021-10-22,ZTY1,IN01,DI,CD,1000138
10001286.0,2021-10-22,ZTY1,IN01,DI,CD,1000052
10001287.0,2021-10-22,ZTY1,IN01,DI,CD,1000052
10001288.0,2021-10-25,ZSS1,IN01,DI,CD,1000103
10001289.0,2021-10-30,ZRP1,IN01,DI,CD,1000167
10001290.0,2021-10-30,ZUS1,US01,DI,CD,1004048
10001291.0,2021-11-01,ZSCR,IN02,SD,CD,1004145
10001292.0,2021-11-13,ZSO1,IN02,SD,CD,1004145
10001293.0,2021-11-13,ZSO1,IN02,SD,CD,1004145
10001294.0,2021-11-19,ZSO3,IN02,SD,CD,1004145
10001295.0,2021-11-19,ZSCR,IN02,SD,CD,1004145
10001296.0,2021-11-22,ZET1,IN01,DT,CD,1004285
10001297.0,2021-11-23,ZET1,IN02,SD,CD,1004285
10001298.0,2021-11-23,ZET1,IN02,SD,CD,1004285
10001299.0,2021-11-23,ZET1,IN02,SD,CD,1004285
10001300.0,2021-11-24,ZSCR,IN01,DI,CD,1000052
10001301.0,2021-11-26,ZSCR,IN01,DI,CD,1000052
10001302.0,2021-12-02,ZET1,IN02,DI,CD,1000052
10001303.0,2021-12-02,ZET1,IN02,DI,CD,1007800
10001304.0,2021-12-09,ZTE2,IN02,SD,CD,1000004
10001305.0,2021-12-09,ZTE2,IN02,SD,CD,1000004
10001306.0,2021-12-09,ZTE2,IN02,SD,CD,1000004
10001307.0,2021-12-09,ZTE2,IN02,SD,CD,1000004
10001308.0,2022-02-03,ZEX2,IN01,EX,CD,1003801
10001309.0,2022-02-16,ZSO3,IN02,SD,CD,1004145
10001310.0,2022-02-16,ZSO3,IN02,SD,CD,1004145
10001311.0,2022-02-16,ZSO3,IN02,SD,CD,1004145
10001312.0,2022-02-16,ZSO2,IN02,SD,CD,1004145
10001313.0,2022-02-16,ZSO2,IN02,SD,CD,1004145
10001314.0,2022-02-16,ZSO2,IN02,SD,CD,1004145
10001315.0,2022-02-17,ZSO3,IN02,SD,CD,1004145
10001316.0,2022-02-17,ZSO3,IN02,SD,CD,1004145
10001317.0,2022-02-17,ZSO3,IN02,SD,CD,1004145
10001318.0,2022-02-17,ZSO2,IN02,SD,CD,1004145
10001319.0,2022-02-17,ZSO2,IN02,SD,CD,1004145
10001320.0,2022-02-17,ZSO2,IN02,SD,CD,1004145
10001321.0,2022-02-17,ZSO1,IN02,SD,CD,1004145
10001322.0,2022-02-17,ZSO1,IN02,SD,CD,1004145
10001323.0,2022-02-17,ZSO4,IN02,SD,CD,1004145
10001324.0,2022-02-17,ZSO4,IN02,SD,CD,1004145
10001325.0,2022-02-23,ZSO5,IN02,SD,CD,1004145
10001326.0,2022-02-23,ZSO5,IN02,SD,CD,1004145
10001327.0,2022-02-23,ZSO5,IN02,SD,CD,1004145
10001328.0,2022-02-23,ZSO5,IN02,SD,CD,1004145
10001329.0,2022-02-23,ZSO5,IN02,SD,CD,1004145
10001330.0,2022-02-23,ZSO5,IN02,SD,CD,1004145
10001331.0,2022-02-28,ZSO3,IN02,SD,CD,1004145
10001332.0,2022-02-28,ZSO3,IN02,SD,CD,1004145
10001333.0,2022-02-28,ZSO5,IN02,SD,CD,1004145
10001334.0,2022-03-01,ZSO3,IN02,SD,CD,1004145
10001335.0,2022-03-01,ZSO3,IN02,SD,CD,1004145
10001336.0,2022-03-01,ZSO5,IN02,SD,CD,1004145
10001337.0,2022-03-01,ZSO2,IN02,SD,CD,1004145
10001338.0,2022-03-03,ZSO5,IN02,SD,CD,1004145
10001339.0,2022-03-11,ZSO3,IN02,SD,CD,1004145
10001340.0,2022-03-11,ZSO3,IN02,SD,CD,1004145
10001341.0,2022-03-11,ZSO3,IN02,SD,CD,1004145
10001342.0,2022-03-15,ZSO3,IN02,SD,CD,1004145
10001343.0,2022-03-15,ZSO5,IN02,SD,CD,1004145
10001344.0,2022-03-15,ZSO5,IN02,SD,CD,1004145
10001345.0,2022-03-16,ZSO5,IN02,SD,CD,1004145
10001346.0,2022-04-22,ZTY2,IN01,DI,CD,1007167
10001348.0,2022-04-25,ZTY1,IN01,DI,CD,1000052
10001349.0,2022-04-25,ZTY1,IN01,DI,CD,1007828
10001350.0,2022-05-02,ZASL,IN01,DI,CD,1004546
10001351.0,2022-05-02,ZSS1,IN01,DI,CD,1004546
10001352.0,2022-05-09,ZSO4,IN02,SD,CD,1004145
10001353.0,2022-05-09,ZSO4,IN02,SD,CD,1004145
10001354.0,2022-05-11,ZSO5,IN02,SD,CD,1004145
10001355.0,2022-05-11,ZSO5,IN02,SD,CD,1004145
10001356.0,2022-05-12,ZSO5,IN02,SD,CD,1004145
10001357.0,2022-05-12,ZSO5,IN02,SD,CD,1004145
10001358.0,2022-05-13,ZSO5,IN02,SD,CD,1004145
10001359.0,2022-05-13,ZSO5,IN02,SD,CD,1004145
10001360.0,2022-05-16,ZSO3,IN02,SD,CD,1004145
10001361.0,2022-05-16,ZSO3,IN02,SD,CD,1004145
10001362.0,2022-05-16,ZSO5,IN02,SD,CD,1004145
10001363.0,2022-05-16,ZSO5,IN02,SD,CD,1004145
10001364.0,2022-05-18,ZOR,IN01,DI,CD,1000052
10001365.0,2022-05-26,ZTR1,IN15,DI,CD,1000148
10001366.0,2022-05-27,ZTR1,IN15,DI,CD,1000148
10001367.0,2022-05-27,ZTY1,IN01,DI,CD,1000148
10001368.0,2022-05-27,ZTR1,IN15,DI,CD,1000148
10001369.0,2022-05-30,ZTR1,IN15,DI,CD,1000148
10001370.0,2022-05-31,ZTY3,IN01,DI,CD,1000148
10001371.0,2022-05-31,ZTY3,IN01,DI,CD,1000052
10001372.0,2022-05-31,ZTY3,IN01,DI,CD,1004546
10001373.0,2022-05-31,ZTR1,IN15,DI,CD,1007834
10001374.0,2022-06-02,ZSO3,IN02,SD,CD,1004145
10001375.0,2022-06-02,ZSO5,IN02,SD,CD,1004145
10001376.0,2022-06-02,ZSO3,IN02,SD,CD,1004145
10001377.0,2022-06-02,ZSO5,IN02,SD,CD,1004145
10001378.0,2022-06-02,ZSO3,IN02,SD,CD,1004145
10001379.0,2022-06-02,ZSO5,IN02,SD,CD,1004145
10001380.0,2022-06-06,ZTY3,IN01,DI,CD,1007831
10001381.0,2022-06-08,ZSO3,IN02,SD,CD,1004145
10001382.0,2022-06-08,ZSO3,IN02,SD,CD,1004145
10001383.0,2022-06-08,ZSO5,IN02,SD,CD,1004145
10001384.0,2022-06-08,ZSO3,IN02,SD,CD,1004145
10001385.0,2022-06-08,ZSO5,IN02,SD,CD,1004145
10001386.0,2022-06-09,ZSO3,IN02,SD,CD,1004145
10001387.0,2022-06-09,ZSO5,IN02,SD,CD,1004145
10001388.0,2022-06-15,ZSCR,IN01,DI,CD,1000004
10001389.0,2022-07-16,ZSO3,IN02,SD,CD,1004145
10001390.0,2022-07-16,ZSO5,IN02,SD,CD,1004145
10001391.0,2022-07-26,ZSO3,IN02,SD,CD,1004145
10001392.0,2022-07-26,ZSO5,IN02,SD,CD,1004145
10001393.0,2022-07-26,ZTY3,IN01,DI,CD,1007851
10001394.0,2022-07-26,ZTY3,IN01,DI,CD,1007851
10001395.0,2022-07-27,ZSO3,IN02,SD,CD,1004145
10001396.0,2022-07-27,ZSO5,IN02,SD,CD,1004145
10001397.0,2022-07-27,ZTY3,IN01,DI,CD,1007851
10001398.0,2022-07-28,ZSOR,IN02,SD,CD,PL2013
10001399.0,2022-07-28,ZSOR,IN02,SD,CD,PL2013
10001400.0,2022-08-01,ZTY3,IN01,DI,CD,1007851
10001401.0,2022-08-08,ZSO3,IN02,SD,CD,1004145
10001402.0,2022-08-08,ZSO5,IN02,SD,CD,1004145
10001403.0,2022-08-17,ZTY3,IN01,DI,CD,1007851
10001404.0,2022-09-09,ZSER,US01,SD,CD,1004048
10001405.0,2022-09-13,ZSER,US01,SD,CD,1004048
10001406.0,2022-09-15,ZSER,US01,SD,CD,1004048
10001407.0,2022-09-21,ZVLS,IN10,SI,CD,1007852
10001408.0,2022-09-21,ZET1,IN02,SD,CD,1004145
10001409.0,2022-09-21,ZET1,IN02,DI,CD,1004145
10001410.0,2022-11-14,ZSCR,IN01,DI,CD,1000052
10001411.0,2022-11-15,ZVLS,IN10,SI,CD,1007852
10001412.0,2022-11-15,ZODL,IN07,SD,CD,1009235
10001413.0,2022-11-15,ZODL,IN07,SD,CD,1009235
10001414.0,2022-11-21,ZODL,IN07,SD,CD,1009235
10001415.0,2022-12-05,ZRP1,IN01,DI,CD,1009238
10001416.0,2022-12-05,ZTY3,IN01,DI,CD,1009238
10001417.0,2022-12-08,ZTY3,IN01,DI,CD,1007851
10001418.0,2022-12-08,ZTY3,IN01,DI,CD,1007851
10001419.0,2022-12-08,ZTY3,IN01,DI,CD,1007851
10001420.0,2022-12-09,ZTY3,IN01,DI,CD,1007851
10001421.0,2022-12-13,ZTY3,IN01,DI,CD,1000206
10001422.0,2022-12-17,ZTY3,IN01,DI,CD,1007851
10001423.0,2022-12-20,ZEX2,IN01,EX,CD,1003801
10001424.0,2022-12-21,ZEX2,IN01,EX,CD,1003801
10001425.0,2022-12-21,ZSCR,IN01,DI,CD,1000052
10001426.0,2023-01-03,ZET1,IN01,DI,CD,1004014
